,AP_T05,AP_T07,AP_T0GE,BALD,BLAC,BORD,BUCK_I,BUCK_R,CAIR,COOM,COPE,HARE,KIMR,L4DV,L6DV,MJ,MMIN,NANS,PLU1,PLU2,RV,SCHU,STAR,VETO,WOOD,YOUN,AP_K2,AP_K3,AP_KRP,DODG_C,COND
PLU2,40.25974,31.16883,85.71429,27.272728,27.272728,27.272728,27.272728,36.363636,31.16883,36.363636,27.272728,0.0,45.454544,40.25974,40.25974,40.25974,27.272728,27.272728,27.272728,0.0,40.25974,27.272728,49.35065,81.818184,0.0,25.974026,18.181818,27.272728,27.272728,49.35065,85.71429
RV,18.181818,9.090909,54.545456,40.25974,40.25974,40.25974,40.25974,40.25974,9.090909,40.25974,40.25974,40.25974,49.35065,18.181818,18.181818,0.0,40.25974,40.25974,49.35065,40.25974,0.0,40.25974,9.090909,85.71429,40.25974,32.467533,40.25974,40.25974,40.25974,9.090909,54.545456
SCHU,58.44156,49.35065,85.71429,0.0,0.0,0.0,9.090909,27.272728,49.35065,9.090909,9.090909,27.272728,27.272728,49.35065,49.35065,40.25974,0.0,0.0,45.454544,27.272728,40.25974,0.0,31.16883,63.636364,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
STAR,27.272728,18.181818,54.545456,31.16883,31.16883,31.16883,31.16883,31.16883,18.181818,31.16883,31.16883,49.35065,40.25974,18.181818,18.181818,9.090909,31.16883,31.16883,58.44156,49.35065,9.090909,31.16883,0.0,85.71429,49.35065,23.376623,49.35065,31.16883,49.35065,0.0,54.545456
VETO,85.71429,94.8052,85.71429,63.636364,63.636364,63.636364,72.72727,81.818184,94.8052,54.545456,72.72727,81.818184,63.636364,85.71429,85.71429,85.71429,63.636364,63.636364,90.90909,81.818184,85.71429,63.636364,85.71429,0.0,81.818184,71.42857,81.818184,81.818184,90.90909,85.71429,85.71429
WOOD,40.25974,31.16883,85.71429,27.272728,27.272728,27.272728,27.272728,36.363636,31.16883,36.363636,27.272728,0.0,45.454544,40.25974,40.25974,40.25974,27.272728,27.272728,27.272728,0.0,40.25974,27.272728,49.35065,81.818184,0.0,25.974026,18.181818,27.272728,27.272728,49.35065,85.71429
YOUN,50.64935,41.55844,77.92208,7.7922077,7.7922077,7.7922077,7.7922077,25.974026,41.55844,16.883118,7.7922077,25.974026,25.974026,41.55844,41.55844,32.467533,7.7922077,7.7922077,44.155846,25.974026,32.467533,7.7922077,23.376623,71.42857,25.974026,0.0,25.974026,16.883118,35.064934,23.376623,77.92208
AP_K2,49.35065,40.25974,85.71429,27.272728,27.272728,27.272728,27.272728,45.454544,40.25974,36.363636,27.272728,18.181818,36.363636,49.35065,49.35065,40.25974,27.272728,27.272728,27.272728,18.181818,40.25974,27.272728,49.35065,81.818184,18.181818,25.974026,0.0,36.363636,18.181818,49.35065,85.71429
AP_K3,58.44156,49.35065,85.71429,18.181818,18.181818,18.181818,18.181818,18.181818,49.35065,27.272728,18.181818,27.272728,36.363636,49.35065,49.35065,40.25974,18.181818,18.181818,36.363636,27.272728,40.25974,18.181818,31.16883,81.818184,27.272728,16.883118,36.363636,0.0,27.272728,31.16883,85.71429
AP_KRP,49.35065,40.25974,85.71429,36.363636,36.363636,36.363636,36.363636,45.454544,40.25974,45.454544,36.363636,27.272728,54.545456,49.35065,49.35065,40.25974,36.363636,36.363636,27.272728,27.272728,40.25974,36.363636,49.35065,90.90909,27.272728,35.064934,18.181818,27.272728,0.0,49.35065,85.71429
DODG_C,27.272728,18.181818,54.545456,31.16883,31.16883,31.16883,31.16883,31.16883,18.181818,31.16883,31.16883,49.35065,40.25974,18.181818,18.181818,9.090909,31.16883,31.16883,58.44156,49.35065,9.090909,31.16883,0.0,85.71429,49.35065,23.376623,49.35065,31.16883,49.35065,0.0,54.545456
COND,54.545456,54.545456,0.0,85.71429,85.71429,85.71429,85.71429,85.71429,54.545456,85.71429,85.71429,85.71429,85.71429,54.545456,54.545456,54.545456,85.71429,85.71429,85.71429,85.71429,54.545456,85.71429,54.545456,85.71429,85.71429,77.92208,85.71429,85.71429,85.71429,54.545456,0.0
