"","cand_A","cand_B"
"61250",10,1
"61251",0,10
"61252",2,8
"61253",6,5
"61254",5,5
"61255",6,3
"61256",6,2
"61257",9,2
"61258",0,9
"61259",5,0
"61260",6,0
"61261",8,2
"61262",2,9
"61263",8,4
"61264",5,7
"61265",7,0
"61266",10,0
"61267",5,5
"61268",5,5
"61269",0,6
"61270",5,5
"61271",9,0
"61272",5,6
"61273",6,0
"61274",2,8
"61275",5,5
"61276",2,9
"61277",8,3
"61278",5,8
"61279",2,9
"61280",1,5
"61281",3,9
"61282",3,8
"61283",5,7
"61284",10,0
"61285",10,0
"61286",5,8
"61287",3,8
"61288",2,7
"61289",5,6
"61290",10,0
"61291",0,8
"61292",8,5
"61293",5,5
"61294",1,10
"61295",8,1
"61296",4,1
"61297",7,4
"61298",4,8
"61299",3,5
"61300",3,7
"61301",5,6
"61302",8,5
"61303",6,3
"61304",10,7
"61305",0,10
"61306",5,5
"61307",9,0
