"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"26998",0,10,7,0,4,8,2,4
"26999",5,5,2,5,5,3,6,2
"27000",0,7,4,0,0,6,5,4
"27001",7,8,6,6,8,4,6,6
"27002",0,8,7,0,0,5,2,2
"27003",3,8,6,1,4,5,3,5
"27004",2,9,9,2,3,5,3,3
"27005",2,5,7,0,4,0,5,2
"27006",0,9,8,0,3,7,5,3
"27007",4,8,5,0,5,4,5,4
"27008",8,8,0,6,8,5,5,5
"27009",10,5,4,8,7,5,5,8
"27010",7,4,2,0,4,3,3,6
"27012",4,6,7,0,5,5,5,4
"27014",0,9,9,0,9,5,7,2
"27015",2,9,7,3,3,6,5,4
"27016",2,6,6,0,1,8,3,4
"27017",5,10,5,0,7,2,8,2
"27018",4,8,8,4,5,4,4,5
"27019",8,4,1,6,4,0,2,0
"27020",0,5,4,1,1,8,1,2
"27021",0,8,7,0,0,8,5,8
"27022",7,4,2,5,7,0,5,2
"27023",6,0,1,8,5,0,5,0
"27024",4,4,2,2,4,0,4,2
"27025",6,2,2,8,10,1,6,1
"27026",1,4,4,0,2,7,2,8
"27027",7,7,5,2,7,4,5,6
"27028",3,5,3,5,9,8,5,0
"27029",5,10,10,0,8,5,5,7
"27030",9,9,8,0,3,10,8,5
"27032",0,5,2,0,0,6,0,0
"27035",5,6,8,0,0,7,3,7
"27036",1,5,5,1,5,3,5,5
"27037",3,7,5,5,7,5,10,0
"27038",5,3,1,10,5,1,4,2
"27039",5,5,5,5,5,1,1,5
"27041",9,6,6,8,7,4,8,4
"27044",0,10,8,3,10,1,3,2
"27045",8,1,0,6,4,1,4,6
"27046",8,7,7,3,5,5,5,8
"27049",5,4,5,6,7,3,3,4
"27051",0,7,5,2,6,5,5,3
"27052",4,8,6,1,4,3,4,3
"27053",6,4,4,4,4,3,4,5
"27054",1,5,3,1,3,4,5,1
"27055",9,4,3,5,5,0,7,10
"27056",5,5,1,2,6,5,5,3
"27057",3,5,5,0,3,6,3,6
"27058",1,8,8,0,3,7,3,2
"27059",5,9,9,4,4,8,4,5
"27060",5,4,4,4,5,3,2,5
"27061",5,5,4,4,5,0,4,3
"27062",4,10,4,2,7,4,4,2
"27063",5,5,5,5,5,5,5,5
"27065",4,8,10,0,7,6,0,5
"27066",1,8,7,0,6,6,4,4
"27067",5,8,7,2,5,4,5,5
"27068",3,8,6,0,6,2,3,3
"27069",7,6,6,2,7,0,1,7
"27070",0,8,8,0,4,6,4,5
"27071",8,6,4,5,6,5,4,5
"27072",2,9,7,0,4,7,3,4
"27074",3,5,5,1,4,2,6,2
"27076",7,6,3,5,5,0,4,2
"27077",0,8,5,0,2,7,0,3
"27081",6,4,1,4,5,2,4,3
"27082",7,4,3,8,10,4,5,0
"27083",3,6,4,8,8,2,7,4
"27084",2,4,5,8,4,2,7,5
"27085",2,1,0,7,7,4,7,2
"27086",8,7,6,4,5,5,4,7
"27087",0,8,10,0,2,8,5,6
"27088",7,1,0,4,3,0,0,6
"27089",3,9,8,1,2,8,0,5
"27090",7,5,3,3,5,1,3,3
"27091",5,6,3,1,5,4,1,6
"27093",4,7,6,3,4,8,2,5
"27094",1,5,5,7,3,6,8,6
"27095",6,6,7,0,5,7,4,8
"27096",6,6,8,4,5,5,1,7
"27097",10,9,4,2,6,0,3,4
"27098",1,8,7,0,3,6,5,5
"27099",5,4,7,6,6,2,5,8
"27101",5,6,3,3,5,2,5,3
"27103",0,5,8,4,5,6,5,4
"27104",0,6,4,6,2,4,10,0
"27105",7,5,1,4,6,1,2,2
"27106",8,5,3,4,6,0,5,0
"27107",5,2,4,7,1,2,7,3
"27108",6,5,5,6,5,1,6,2
"27109",0,4,3,1,2,4,2,2
"27111",2,3,1,0,1,1,0,1
"27112",2,7,5,6,6,3,8,5
"27113",10,3,5,4,6,7,4,10
"27114",2,8,6,1,3,3,5,2
"27115",5,0,0,9,5,0,7,0
"27116",6,6,8,4,6,4,4,6
"27118",3,7,8,0,5,5,1,6
"27119",7,1,3,8,6,1,5,6
"27120",3,9,7,5,6,7,6,6
"27121",3,10,8,0,6,7,7,5
"27122",8,7,7,6,5,1,5,0
"27123",7,5,7,5,5,1,6,5
"27124",7,6,7,2,5,6,4,8
"27126",5,5,0,10,9,0,8,0
"27127",4,8,8,3,7,5,5,5
"27128",2,5,2,0,2,3,0,2
"27129",6,7,4,6,5,6,4,6
"27130",6,7,3,4,7,2,3,4
"27131",7,7,1,2,6,2,3,4
"27132",3,3,0,10,0,0,5,0
"27133",9,6,0,2,5,0,4,1
"27134",3,8,7,1,5,6,7,4
"27137",9,6,3,6,5,2,2,6
"27138",5,0,2,0,2,2,0,5
"27139",2,7,8,2,6,7,5,3
"27140",7,4,4,8,8,5,5,0
"27141",0,10,5,0,2,6,0,0
"27142",3,8,9,0,3,4,1,6
"27143",3,5,2,7,8,0,7,2
"27144",6,7,9,0,4,6,1,8
"27145",0,8,10,0,4,8,2,5
"27146",6,4,5,5,8,4,7,5
"27147",7,3,0,5,6,1,6,4
"27148",0,0,0,0,0,4,0,0
"27149",8,4,4,5,6,4,3,6
"27150",2,4,6,0,2,8,0,8
"27151",10,4,0,5,5,0,10,2
"27152",7,6,4,0,5,0,4,5
"27153",0,3,9,1,8,3,4,5
"27155",0,6,9,7,6,5,8,6
"27156",10,2,2,8,5,2,5,5
"27159",5,2,1,3,4,3,4,5
"27160",5,5,2,0,5,4,0,4
"27161",0,0,0,0,0,0,1,0
"27163",8,1,4,5,10,5,4,6
"27164",4,3,2,1,6,1,3,2
"27165",4,4,2,6,3,0,6,2
"27166",3,9,6,1,4,5,2,2
"27168",7,4,2,4,7,0,5,2
"27171",3,6,6,0,3,2,0,4
"27172",0,10,5,0,0,5,0,0
"27174",0,3,8,0,2,7,5,6
"27175",8,7,4,4,5,0,0,8
"27177",7,8,7,8,9,2,2,3
"27179",8,4,2,7,5,3,7,7
"27180",6,5,0,6,5,0,7,0
"27182",2,9,6,5,7,3,4,1
"27183",7,7,5,1,5,2,2,9
"27184",4,0,0,5,8,8,8,4
"27186",5,7,7,5,3,5,5,5
"27187",2,2,2,0,2,2,2,2
"27188",8,7,5,2,6,3,5,5
"27189",7,6,2,5,7,3,5,4
"27190",5,5,5,5,5,5,5,5
"27191",2,10,2,2,4,2,4,2
"27192",6,3,4,8,8,4,5,4
"27193",2,8,6,2,10,5,6,2
"27194",8,3,4,8,7,5,8,6
"27195",7,6,6,2,6,4,6,4
"27197",0,4,2,2,7,7,7,6
"27198",9,1,0,8,7,2,5,2
"27200",10,1,0,5,4,0,0,4
"27201",6,2,6,8,6,4,7,5
"27202",5,7,7,5,5,5,5,6
"27204",5,0,0,5,10,0,0,0
"27205",8,3,3,6,6,1,6,5
"27210",8,7,4,2,8,3,6,3
"27211",0,10,8,0,6,7,5,6
"27212",8,2,1,2,7,0,2,2
"27213",4,8,9,2,6,5,5,5
"27214",1,5,1,7,1,3,10,5
"27215",7,0,0,7,5,0,8,5
"27216",4,4,5,6,8,2,8,4
"27217",4,6,7,2,7,5,3,5
"27218",9,1,3,5,9,5,5,5
"27219",2,7,10,0,3,0,0,2
"27220",5,7,7,0,3,0,0,9
"27221",9,6,2,3,7,1,2,2
"27222",1,4,6,0,1,5,5,0
"27223",5,5,3,5,7,0,6,3
"27225",0,9,9,0,2,8,0,7
"27226",1,5,8,0,2,7,6,6
"27227",10,8,3,5,7,0,3,3
"27228",5,4,5,7,4,2,2,5
"27229",7,5,6,5,6,0,5,8
"27230",10,5,1,3,8,0,5,5
"27232",9,8,0,7,7,0,5,1
"27233",5,0,0,8,8,0,8,5
"27234",3,7,7,5,7,6,5,3
"27235",9,5,3,7,4,0,5,3
"27236",4,6,7,4,4,8,8,7
"27239",0,2,3,0,2,5,1,1
"27240",8,5,4,6,8,2,4,5
"27242",2,7,8,0,2,8,5,6
"27243",2,6,8,1,2,8,6,4
"27245",3,0,0,3,5,3,5,5
"27246",4,4,7,0,0,7,0,7
"27247",8,6,5,0,10,5,0,0
"27248",0,8,10,6,0,2,5,2
"27249",5,9,7,3,7,7,6,5
"27250",2,7,5,6,2,6,3,6
"27251",2,10,8,2,5,6,2,5
"27255",7,6,6,1,5,3,1,7
"27256",5,5,0,7,9,0,7,4
"27257",8,4,3,3,10,3,4,3
"27258",0,5,6,4,5,7,5,4
"27260",10,0,0,6,7,3,3,5
"27261",0,8,8,0,4,8,0,2
"27262",9,5,2,7,8,1,7,5
"27263",6,4,5,3,4,1,3,3
"27264",10,8,5,3,8,3,6,4
"27265",4,3,2,4,4,2,3,4
"27266",1,9,8,0,5,7,1,6
"27267",8,5,5,4,6,2,3,4
"27268",5,7,7,0,8,9,7,9
"27269",6,6,3,9,10,3,5,2
"27270",5,5,5,4,4,3,3,5
"27271",1,5,5,1,5,5,5,5
"27272",5,4,5,5,6,8,4,6
"27273",4,5,3,2,2,6,4,2
"27274",2,8,7,1,3,9,2,3
"27275",6,4,7,0,0,6,0,10
"27277",2,8,5,4,7,5,7,2
"27278",4,2,3,5,2,4,8,5
"27279",6,6,0,8,8,0,5,4
"27281",0,5,7,0,2,8,0,2
"27282",5,5,1,10,10,0,0,0
"27284",10,3,3,10,9,0,5,4
"27285",2,9,6,0,5,8,5,5
"27286",0,3,5,0,0,5,7,0
"27287",0,6,8,0,0,8,0,6
"27288",5,6,6,6,5,7,7,6
"27289",6,8,8,0,6,0,6,0
"27290",7,1,1,7,5,5,7,7
"27291",1,9,8,0,1,5,7,4
"27292",6,5,1,5,6,4,5,4
"27293",3,3,3,1,2,7,3,4
"27294",8,6,2,4,7,4,2,6
"27295",6,7,5,5,6,6,6,6
"27296",3,6,4,2,7,1,4,2
"27297",7,8,6,4,6,6,4,6
"27298",8,4,5,4,6,2,5,3
"27299",0,10,8,0,0,6,4,0
"27300",4,6,8,1,3,8,4,3
"27302",5,7,6,1,3,4,7,7
"27303",5,2,3,5,5,2,2,2
"27304",7,7,5,8,7,4,8,7
"27306",6,2,0,7,2,0,4,0
"27307",4,8,6,3,8,4,5,5
"27308",6,7,7,0,8,6,6,7
"27310",4,8,8,1,4,8,3,6
"27311",4,6,6,0,4,8,2,6
"27312",4,7,7,5,6,4,6,5
"27313",5,8,6,0,6,6,4,8
"27315",6,9,7,1,3,7,5,9
"27317",7,6,1,6,7,3,7,7
"27318",7,7,4,5,10,3,7,3
"27319",4,6,6,1,7,5,5,5
"27320",7,6,4,2,5,0,4,6
"27321",7,4,4,5,5,1,1,3
"27322",7,6,0,5,9,4,7,0
"27323",0,8,8,0,0,6,4,5
"27324",4,6,5,4,6,5,7,4
"27325",6,8,3,5,9,4,5,2
"27327",4,8,5,5,5,1,1,4
"27328",2,0,0,6,5,0,7,2
"27332",1,10,10,0,3,8,1,6
"27333",4,8,9,3,4,7,1,6
"27334",0,8,9,0,2,7,1,4
"27335",3,0,0,3,8,1,0,3
"27336",7,5,4,2,4,4,2,4
"27338",7,0,6,9,9,0,8,4
"27339",7,6,6,5,7,5,7,6
"27340",3,9,8,1,5,6,5,6
"27341",10,2,0,5,7,0,7,7
"27342",2,10,7,0,7,6,10,3
"27343",8,4,3,7,5,0,6,5
"27344",6,1,2,10,8,3,2,6
"27345",5,1,1,1,0,0,0,0
"27346",5,5,5,5,5,5,5,5
"27347",7,7,2,1,5,5,5,4
"27349",3,8,9,4,8,8,6,5
"27351",5,3,8,1,3,4,6,8
"27352",0,10,9,0,1,8,0,1
"27353",10,5,0,4,8,0,0,0
"27355",9,6,2,2,6,0,5,0
"27356",9,6,0,9,8,0,6,4
"27357",4,4,7,7,4,4,6,5
"27360",6,7,6,6,9,3,6,3
"27361",2,6,6,6,4,4,6,1
"27362",5,2,1,5,5,1,3,4
"27363",9,1,0,9,7,0,1,5
"27364",5,5,5,5,5,5,5,5
"27366",3,7,2,2,3,9,2,4
"27367",3,7,7,3,4,6,5,5
"27368",7,1,3,2,6,1,4,10
"27369",1,7,6,0,2,5,5,8
"27370",5,5,8,3,4,2,1,8
"27371",7,7,5,6,9,2,6,2
"27372",6,7,8,1,6,8,4,6
"27374",7,2,1,7,0,0,6,3
"27375",7,8,2,2,7,0,2,4
"27376",4,8,6,4,4,3,5,8
"27377",6,7,7,1,3,1,3,7
"27379",9,5,0,0,5,0,1,0
"27380",8,5,2,0,6,0,2,5
"27381",5,8,5,0,5,0,0,8
"27382",0,6,5,0,0,6,5,0
"27383",6,3,2,0,3,4,2,7
"27385",0,7,9,0,5,9,0,2
"27386",7,0,0,2,0,3,4,2
"27388",7,8,6,4,7,5,6,4
"27389",3,7,7,3,5,7,6,7
"27390",6,7,4,3,8,6,3,5
"27391",5,8,8,2,6,5,5,7
"27392",3,9,8,3,3,5,3,4
"27396",8,5,1,3,8,0,0,0
"27398",2,7,7,2,2,8,5,4
"27400",2,5,4,3,4,7,5,5
"27401",3,6,3,0,6,1,7,5
"27402",0,8,8,0,2,9,1,5
"27403",7,3,4,6,4,1,7,3
"27404",10,3,2,8,8,2,8,0
"27405",4,9,8,0,6,3,5,4
"27406",0,8,3,0,8,7,2,7
"27408",2,8,9,0,3,7,1,7
"27409",7,0,0,5,2,2,5,5
"27410",7,4,4,3,7,0,5,5
"27412",2,5,5,7,2,3,7,8
"27413",8,1,1,8,8,1,6,4
"27414",4,0,1,4,1,0,2,1
"27415",3,9,6,0,6,8,0,6
"27416",3,8,8,2,5,7,7,5
"27417",5,6,6,0,6,0,0,7
"27418",5,0,0,10,3,0,7,0
"27420",3,6,7,1,4,4,2,7
"27421",3,4,6,0,3,7,5,4
"27422",3,0,0,7,0,0,0,0
"27423",10,3,1,7,6,0,5,0
"27425",1,3,6,8,8,3,5,0
"27427",7,7,7,5,7,7,6,6
"27430",8,1,0,5,5,0,6,1
"27431",9,1,0,9,7,0,1,5
"27432",7,8,0,7,8,5,7,0
"27433",3,7,8,1,4,5,3,4
"27435",6,4,3,3,5,4,5,3
"27436",0,6,1,0,0,0,0,0
"27437",6,8,0,8,9,1,7,3
"27438",3,7,7,3,4,7,0,3
"27440",4,2,5,10,3,7,4,5
"27442",0,3,3,3,1,5,5,3
"27443",4,7,7,0,4,7,5,5
"27444",7,7,4,4,9,0,4,4
"27445",0,8,2,0,1,5,6,0
"27446",0,8,8,1,6,8,5,0
"27447",2,8,4,0,0,6,0,0
"27449",8,7,6,6,8,3,7,6
"27450",8,0,5,8,8,0,0,0
"27454",6,0,0,3,4,0,5,3
"27455",4,8,8,0,2,6,3,4
"27456",5,7,6,0,4,7,1,7
"27457",7,7,4,5,7,4,5,8
"27458",2,9,7,0,8,1,5,5
"27459",5,9,8,1,4,8,1,7
"27460",5,2,2,5,3,1,5,1
"27462",5,5,3,0,10,0,4,3
"27464",2,8,7,1,5,5,4,6
"27466",2,9,10,3,1,6,1,5
"27467",5,5,1,2,6,3,5,5
"27468",7,8,5,6,6,4,3,6
"27469",5,8,7,0,6,3,4,3
"27470",0,6,9,0,9,0,7,8
"27471",5,7,8,2,7,3,5,6
"27472",2,8,6,0,3,8,4,4
"27473",7,7,8,2,5,4,3,7
"27474",9,6,5,4,8,3,5,5
"27475",0,10,7,0,4,5,7,3
"27477",7,7,3,4,7,0,8,4
"27478",2,7,10,5,6,7,5,3
"27480",10,5,0,0,5,0,5,0
"27481",0,1,3,8,6,3,5,5
"27482",6,1,4,8,7,3,4,2
"27484",3,3,1,5,2,0,6,2
"27487",8,5,6,1,3,3,5,8
"27488",8,4,6,4,6,2,6,6
"27489",3,4,4,4,4,0,4,4
"27490",5,9,8,5,5,5,5,5
"27491",8,7,4,6,6,3,2,5
"27492",7,6,6,0,6,0,0,2
"27493",7,7,4,3,5,2,3,7
"27494",4,7,7,0,1,4,3,5
"27495",2,10,9,0,4,0,5,3
"27496",6,5,3,8,6,0,5,1
"27497",6,6,1,5,6,0,0,1
"27502",5,5,5,5,5,5,5,5
"27503",8,7,5,6,7,5,7,5
"27504",2,8,9,0,2,7,5,4
"27506",0,0,2,0,0,5,2,2
"27507",2,4,8,1,6,6,1,4
"27508",4,9,5,4,8,3,3,2
"27509",9,8,1,0,7,1,7,2
"27512",5,3,0,8,5,0,8,0
"27514",7,1,5,1,1,1,1,7
"27517",9,3,3,9,7,2,6,5
"27518",3,5,2,2,7,3,3,5
"27519",3,7,8,3,5,5,6,4
"27520",6,7,4,8,10,1,5,0
"27523",0,0,0,0,0,0,0,0
"27524",7,6,1,5,9,1,5,3
"27525",5,8,0,5,10,0,5,0
"27526",2,9,9,0,3,8,1,6
"27527",2,4,0,0,2,5,7,0
"27528",7,8,7,6,8,4,4,8
"27529",6,4,3,8,8,3,4,4
"27530",0,1,0,0,0,6,0,0
"27531",3,3,3,4,3,0,4,3
"27532",6,8,2,0,0,8,4,3
"27533",2,5,1,8,4,0,10,0
"27535",1,10,7,0,5,8,5,8
"27537",5,7,7,3,6,8,6,5
"27538",5,1,6,1,1,4,0,10
"27540",7,7,2,3,5,5,3,5
"27541",3,5,3,1,1,1,8,5
"27542",8,7,4,5,5,2,0,8
"27543",1,9,7,0,3,6,1,3
"27545",7,7,4,5,5,3,5,6
"27546",0,8,6,0,0,10,0,2
"27547",2,3,6,0,2,8,0,8
"27548",10,3,0,6,7,0,5,7
"27549",5,4,5,0,5,1,0,4
"27550",5,5,5,3,5,6,4,7
"27551",1,5,0,0,1,6,7,0
"27552",0,2,9,1,2,10,3,4
"27553",6,1,0,5,1,0,10,1
"27554",3,8,5,5,6,4,7,3
"27555",4,7,5,8,5,0,6,5
"27556",9,1,2,6,4,5,5,10
"27557",3,0,0,6,6,0,5,0
"27558",6,3,2,7,4,0,0,2
"27560",6,4,5,2,2,7,0,10
"27561",7,5,7,0,5,5,3,5
"27562",7,3,0,7,7,0,6,3
"27563",8,4,3,8,7,2,5,6
"27564",9,0,2,2,6,5,7,2
"27565",10,0,2,2,5,0,6,6
"27567",8,5,2,8,8,1,6,6
"27568",10,2,3,5,5,1,2,8
"27569",8,4,3,4,7,3,2,5
"27570",6,2,1,5,6,1,4,6
"27571",2,7,8,3,6,7,4,4
"27572",8,5,4,7,7,1,0,4
"27573",5,8,8,2,5,7,2,6
"27574",8,6,4,5,6,4,6,6
"27577",5,8,8,2,5,6,5,8
"27579",10,6,0,6,8,0,0,0
"27581",4,6,8,2,5,6,2,6
"27582",4,8,6,2,4,4,2,2
"27583",0,5,8,0,0,7,7,0
"27584",4,0,0,3,2,4,2,4
"27586",7,7,5,4,6,5,6,7
"27587",10,1,1,8,1,1,8,1
"27588",7,6,0,0,5,0,4,0
"27590",4,7,7,1,4,5,4,6
"27593",0,0,0,0,0,5,0,0
"27595",5,7,8,4,6,5,4,5
"27596",7,2,2,7,5,3,7,5
"27597",8,5,4,1,5,1,0,7
"27598",2,4,6,0,5,7,2,3
"27599",5,7,1,0,6,3,1,3
"27600",1,5,5,1,2,3,5,1
"27601",7,9,6,0,6,7,4,6
"27602",7,5,0,6,6,0,5,5
"27604",5,6,2,5,8,2,10,0
"27605",6,3,1,5,5,1,5,6
"27606",6,3,3,6,7,5,3,0
"27607",10,7,3,4,5,0,4,0
"27608",4,6,5,7,7,5,6,6
"27612",0,9,8,5,3,8,4,6
"27613",8,8,0,6,5,0,7,2
"27614",3,8,5,1,4,6,1,4
"27617",6,4,5,0,6,4,3,6
"27618",8,7,7,6,6,5,6,8
"27619",9,6,6,6,6,3,4,8
"27622",8,0,0,5,5,0,0,1
"27623",0,8,6,2,5,8,5,4
"27625",5,6,3,5,5,6,7,4
"27626",0,7,7,0,2,7,6,4
"27628",7,5,3,2,7,5,4,4
"27629",6,7,6,3,6,3,4,5
"27631",8,1,1,5,4,0,6,5
"27632",5,7,5,5,5,7,5,5
"27634",5,5,5,5,5,5,5,5
"27635",3,8,3,0,3,3,3,4
"27636",2,7,4,0,3,4,5,3
"27637",1,10,9,0,5,9,3,3
"27638",5,5,0,10,7,0,8,5
"27639",7,5,7,5,7,2,5,3
"27640",7,7,3,5,5,0,5,5
"27641",9,6,3,3,7,4,3,8
"27642",2,5,6,0,0,7,3,8
"27643",10,5,4,8,8,0,0,8
"27644",8,1,5,2,2,0,1,5
"27645",5,6,5,3,3,6,3,4
"27646",7,7,7,5,7,5,6,7
"27649",7,6,5,6,5,4,8,4
"27650",0,5,0,0,8,0,8,3
"27651",6,8,8,0,6,9,5,7
"27652",7,4,5,6,5,9,6,6
"27654",6,6,9,1,5,5,5,5
"27655",8,2,2,7,8,4,7,4
"27658",7,7,7,7,7,7,7,7
"27659",8,6,2,4,6,1,3,3
"27661",5,0,0,0,5,0,8,5
"27663",0,0,0,5,1,8,10,6
"27664",3,5,3,0,0,2,2,0
"27665",9,1,2,8,8,0,5,4
"27666",5,5,4,3,5,0,2,5
"27667",9,0,0,0,4,0,7,6
"27669",5,5,4,0,4,2,2,4
"27670",3,6,6,0,5,7,4,5
"27671",0,7,0,5,5,5,10,1
"27673",6,6,6,3,5,5,7,7
"27675",7,7,4,2,5,2,5,4
"27676",2,7,9,4,7,5,3,7
"27677",3,7,7,0,3,5,5,7
"27678",3,10,8,4,5,2,6,7
"27679",4,9,8,3,3,5,3,4
"27682",0,1,6,0,2,9,0,2
"27684",5,6,4,8,0,4,1,0
"27686",2,1,5,0,3,8,2,7
"27687",3,10,8,2,3,10,5,4
"27688",1,7,6,0,5,7,7,5
"27689",4,3,3,4,3,4,4,2
"27690",0,6,6,0,0,8,0,5
"27692",6,4,0,9,2,0,6,3
"27693",3,8,7,0,5,5,3,3
"27694",3,7,7,5,6,3,5,9
"27695",7,5,3,6,2,2,9,5
"27696",10,0,0,8,7,0,5,10
"27697",3,6,9,1,3,6,3,6
"27698",7,7,5,6,9,4,6,5
"27699",6,5,4,8,8,5,5,5
"27700",5,8,9,2,7,7,4,7
"27701",7,4,5,6,4,4,4,3
"27702",1,8,7,0,3,8,5,3
"27703",10,0,0,8,8,0,10,0
"27704",1,7,3,3,7,5,6,0
"27705",2,8,5,1,2,6,2,5
"27706",4,2,7,0,7,4,6,0
"27707",7,6,4,1,4,4,5,8
"27709",5,8,10,2,5,4,2,7
"27710",6,3,3,8,5,3,6,3
"27711",10,7,2,8,8,2,5,5
"27712",10,2,0,5,7,0,6,0
"27713",8,0,0,5,5,0,3,6
"27714",5,5,0,0,9,0,2,0
"27715",10,2,1,7,6,0,4,5
"27716",0,8,8,0,4,8,4,6
"27717",4,8,6,4,4,5,5,6
"27718",10,0,0,10,10,0,10,0
"27719",7,2,1,0,4,0,2,7
"27721",7,5,1,3,7,0,2,0
"27722",1,5,6,4,3,5,6,3
"27723",8,8,5,4,7,5,6,5
"27724",10,7,3,7,7,2,6,3
"27725",10,0,5,4,6,1,3,7
"27726",6,4,3,0,2,3,2,10
"27727",5,7,3,0,2,7,0,2
"27728",4,8,6,5,10,5,8,6
"27729",0,8,8,0,5,5,5,5
"27730",0,9,8,0,6,0,8,0
"27731",7,3,4,6,5,6,5,5
"27734",5,5,4,3,7,6,4,5
"27735",8,2,0,8,5,0,5,6
"27736",2,7,7,1,5,8,5,6
"27738",5,3,0,4,5,0,4,3
"27739",3,8,6,2,6,7,5,4
"27740",5,6,6,3,3,5,7,9
"27741",7,7,7,2,7,7,2,6
"27742",8,4,3,5,6,0,5,6
"27743",8,8,2,5,8,2,2,5
"27744",4,10,9,5,7,8,6,5
"27745",10,6,2,5,5,4,6,4
"27747",4,7,8,4,5,3,3,4
"27748",9,8,5,4,6,0,5,5
"27749",10,7,1,2,5,8,0,9
"27750",10,4,0,4,3,0,3,6
"27752",5,2,2,6,5,1,3,3
"27753",10,1,3,5,5,1,4,4
"27754",8,7,2,10,7,0,5,0
"27755",7,7,5,1,5,2,5,3
"27757",8,5,2,0,6,2,0,6
"27758",0,8,9,1,1,6,7,1
"27759",3,2,2,6,4,1,4,3
"27760",0,5,5,0,0,5,0,0
"27761",8,4,4,8,5,5,4,0
"27762",5,10,10,0,8,7,7,3
"27763",4,8,4,3,3,5,0,5
"27765",4,8,8,3,5,5,3,6
"27767",7,6,2,10,10,1,9,0
"27769",4,9,9,0,5,7,4,6
"27770",0,4,4,0,0,7,0,0
"27771",1,7,8,2,5,7,4,6
"27772",0,10,6,0,1,2,5,1
"27773",4,10,3,6,4,4,6,5
"27774",8,8,3,5,9,2,4,2
"27775",0,3,5,0,0,2,2,2
"27776",5,5,0,2,6,0,4,0
"27777",9,0,1,10,8,0,3,0
"27778",8,4,4,5,6,6,4,7
"27779",9,6,0,8,8,0,8,5
"27780",0,8,5,0,7,6,6,2
"27782",10,0,0,0,7,0,0,0
"27784",7,7,5,0,6,5,3,5
"27785",2,8,8,2,7,6,5,4
"27787",5,8,7,0,3,4,4,2
"27788",7,7,7,4,7,7,6,7
"27789",6,8,9,1,6,6,4,7
"27790",10,5,6,2,6,4,3,4
"27792",1,6,6,0,3,5,0,7
"27793",8,1,0,10,9,0,5,0
"27794",4,7,7,1,5,8,3,5
"27795",4,7,10,3,5,3,2,2
"27797",8,5,4,6,6,1,7,6
"27798",3,8,9,2,4,1,8,6
"27799",7,8,9,2,9,9,10,8
"27800",3,8,4,0,0,4,0,0
"27801",6,3,7,6,4,6,6,8
"27802",7,9,7,4,9,6,8,7
"27803",2,8,9,0,4,8,3,8
"27804",8,7,5,0,8,4,4,7
"27805",4,7,6,4,6,6,3,3
"27806",5,2,1,9,2,5,8,1
"27808",4,7,8,0,5,4,7,6
"27809",8,4,5,9,8,0,8,5
"27810",6,4,1,5,9,1,1,0
"27811",4,6,9,3,4,7,4,7
"27813",6,7,6,6,7,4,8,4
"27815",0,10,5,0,0,5,0,0
"27817",5,3,3,7,7,5,7,7
"27818",1,7,10,2,4,5,1,4
"27819",9,3,2,7,6,1,5,4
"27820",5,5,5,0,7,0,6,5
"27821",4,9,8,1,6,7,4,7
"27822",3,8,6,0,3,5,5,7
"27823",5,6,6,0,8,0,5,0
"27824",2,7,6,3,5,3,0,5
"27826",6,6,5,4,5,6,4,5
"27827",8,5,0,4,6,0,2,2
"27830",2,7,4,0,5,3,3,6
"27831",5,7,6,0,8,7,8,6
"27832",1,8,9,2,6,2,4,3
"27834",0,10,9,0,5,6,1,3
"27837",4,9,7,2,8,3,5,6
"27838",3,5,7,0,5,7,4,6
"27841",7,6,6,8,8,3,4,3
"27842",4,6,9,1,2,5,4,8
"27844",5,8,8,2,4,7,3,6
"27845",5,0,0,10,0,0,10,5
"27848",5,8,8,2,6,7,3,6
"27850",6,3,0,7,5,0,8,2
"27851",3,6,8,1,3,6,2,4
"27852",1,6,7,2,3,8,3,4
"27853",7,3,6,0,2,2,0,9
"27856",2,7,7,6,7,3,5,4
"27857",3,7,7,0,5,5,3,8
"27858",5,10,5,3,5,7,5,3
"27859",0,10,5,0,4,5,8,0
"27860",3,6,5,3,3,3,5,5
"27861",8,0,0,0,4,0,0,4
"27862",10,5,1,6,6,1,7,4
"27863",4,5,4,0,5,7,0,8
"27864",7,4,3,1,5,0,2,4
"27866",9,8,2,7,6,2,9,2
"27868",0,0,6,9,6,0,8,0
"27869",0,3,10,0,3,9,3,8
"27873",2,5,5,0,5,2,2,2
"27874",7,3,3,5,5,4,2,6
"27875",7,0,0,5,0,0,2,5
"27876",0,5,5,4,6,0,8,0
"27877",8,5,3,3,5,3,3,5
"27878",7,4,0,4,4,0,4,2
"27879",0,1,0,0,0,4,0,10
"27880",0,10,5,4,4,5,4,2
"27881",10,3,3,3,3,0,3,5
"27882",6,2,2,1,2,6,1,8
"27883",8,2,4,4,4,2,0,8
"27884",3,6,8,2,4,5,1,5
"27885",1,8,5,1,6,5,4,1
"27888",10,5,0,0,8,0,8,0
"27889",5,7,6,0,4,2,1,7
"27890",7,3,1,3,5,0,1,2
"27891",5,7,7,1,3,6,2,4
"27892",0,7,10,0,1,6,1,5
"27893",7,0,5,8,7,0,0,3
