"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"44421",5,3,5,5,3,5
"44422",6,5,6,6,2,5
"44423",7,3,8,8,0,6
"44424",9,5,6,7,2,5
"44425",10,4,9,8,3,5
"44426",7,2,3,5,1,5
"44427",5,5,5,8,5,5
"44428",6,1,6,7,1,6
"44429",6,2,9,10,1,5
"44430",6,3,7,6,2,6
"44431",5,5,5,5,5,6
"44432",8,6,7,6,3,6
"44433",8,4,7,6,3,7
"44434",8,4,7,6,3,7
"44435",6,2,7,8,1,6
"44436",5,5,5,5,5,6
"44437",9,5,6,6,5,6
"44438",5,5,5,5,5,5
"44439",5,5,5,5,5,5
"44440",9,7,6,5,4,8
"44441",7,5,5,2,1,0
"44442",5,5,5,5,5,5
"44443",5,10,6,5,7,0
"44448",5,5,5,5,5,5
"44449",6,7,2,0,1,5
"44450",8,5,2,0,2,0
"44451",5,5,5,5,5,5
"44453",5,5,5,5,5,5
"44454",4,8,0,1,6,0
"44455",9,4,2,1,3,3
"44457",2,0,3,6,0,0
"44458",5,5,5,5,5,5
"44459",5,5,5,5,5,5
"44460",4,5,7,2,6,0
"44462",8,3,2,1,0,0
"44463",5,5,5,5,5,5
"44464",8,5,2,2,3,0
"44465",9,0,4,2,0,0
"44466",0,0,0,0,0,0
"44467",3,0,3,2,0,0
"44468",7,6,4,3,1,0
"44470",0,5,0,0,5,6
"44472",8,3,7,1,0,6
"44473",10,0,4,4,0,0
"44474",10,0,4,4,0,1
"44475",5,5,5,5,5,5
"44476",8,5,5,5,5,5
"44477",5,5,5,5,5,5
"44478",7,0,10,3,0,9
"44479",2,7,2,2,8,2
"44481",5,5,5,5,5,5
"44482",10,3,3,4,3,5
"44483",5,0,0,0,0,0
"44484",3,3,0,0,3,0
"44485",5,5,5,5,5,5
"44486",5,5,5,5,5,5
"44487",7,5,5,5,5,5
"44488",5,5,5,5,5,5
"44489",5,5,5,5,5,5
"44490",5,8,5,6,5,5
"44491",5,5,5,5,5,5
"44492",5,5,5,5,5,5
"44493",2,2,8,4,3,6
"44494",5,5,5,5,5,5
"44495",7,5,5,5,5,5
"44496",8,2,3,3,4,6
"44497",6,5,1,3,1,2
"44498",7,5,2,3,4,4
"44499",4,7,2,3,1,3
"44500",5,5,5,5,5,5
"44501",9,1,2,1,1,2
"44502",10,2,5,4,1,5
"44503",5,5,5,5,5,5
"44504",7,4,5,4,3,5
"44505",3,5,3,2,4,7
"44506",6,5,5,5,5,7
"44507",6,5,6,4,3,6
"44508",5,5,5,5,5,5
"44509",7,3,5,3,2,6
"44510",5,3,7,2,1,6
"44511",5,5,6,5,5,5
"44512",6,3,7,8,2,5
"44513",5,2,8,6,1,5
"44514",9,3,5,5,2,5
"44515",7,5,3,3,3,5
"44516",5,5,5,5,5,10
"44517",7,4,5,6,3,5
"44518",9,5,6,5,1,5
"44519",5,9,5,5,6,5
"44520",5,2,6,9,1,5
"44521",5,3,5,6,2,5
"44522",8,5,8,8,1,3
"44523",8,6,6,5,7,6
"44524",5,8,2,2,6,6
"44525",5,5,5,5,5,7
"44526",5,4,5,5,0,5
"44527",6,6,5,5,5,2
"44528",8,9,6,5,3,5
"44529",0,0,0,0,0,10
"44530",7,5,4,4,3,3
"44531",7,6,6,6,6,6
"44532",7,2,5,5,2,5
"44533",6,1,8,10,0,3
"44534",9,0,5,5,3,4
"44535",9,0,8,7,0,5
"44536",5,3,6,7,2,3
"44537",5,5,5,5,5,5
"44538",7,0,2,1,0,6
"44539",9,0,8,7,0,5
"44540",4,10,2,5,6,5
"44541",5,5,5,5,5,5
"44542",4,3,3,2,3,4
"44543",7,2,8,4,2,8
"44544",5,5,5,5,5,5
"44545",7,0,1,2,0,3
"44546",4,8,2,1,6,5
"44547",8,1,2,1,0,3
"44548",9,1,2,3,0,2
"44549",8,1,1,0,2,2
"44550",8,5,5,5,5,5
"44551",5,5,5,5,5,5
"44552",5,5,5,5,5,5
"44553",5,5,5,8,5,5
"44554",8,1,3,2,1,2
"44555",1,0,5,7,3,3
"44556",10,2,4,2,0,5
"44557",8,9,8,0,8,1
"44558",8,0,3,6,1,0
"44559",5,5,5,5,5,5
"44560",5,5,5,5,5,5
"44561",5,10,5,5,5,5
"44562",7,5,7,5,3,9
"44563",5,5,5,5,5,5
"44564",5,0,9,7,7,5
"44565",6,1,7,4,1,5
"44566",5,5,5,5,5,5
"44567",6,6,5,5,5,2
"44568",8,8,3,6,5,2
"44569",8,10,10,0,5,6
"44572",5,0,5,10,0,0
"44573",5,8,5,5,2,1
"44574",8,7,5,5,6,5
"44575",5,5,5,5,5,6
"44576",6,8,2,1,10,7
"44577",5,8,6,5,5,7
"44578",5,5,5,5,5,5
"44579",8,5,7,5,5,7
"44580",7,6,7,5,4,6
"44581",8,5,5,5,5,5
"44582",7,6,5,5,5,5
"44583",6,5,6,5,5,5
"44584",5,5,5,5,5,5
"44585",10,5,5,5,5,5
"44586",5,5,5,5,5,5
"44587",5,5,5,5,5,5
"44588",7,7,2,2,6,5
"44589",5,7,10,7,5,5
"44590",7,5,0,0,5,0
"44591",5,5,5,5,5,5
"44592",5,5,5,5,5,5
"44593",7,5,5,5,5,5
"44594",0,0,0,0,0,0
"44595",5,5,5,5,5,5
"44596",3,3,0,3,0,0
"44597",5,5,5,5,5,5
"44598",10,4,5,5,0,0
"44599",9,3,8,6,2,2
"44600",8,5,9,10,3,6
"44601",10,5,5,5,0,3
"44602",8,1,6,6,6,4
"44603",6,9,4,3,5,3
"44604",0,8,1,1,5,0
"44605",5,7,6,4,2,1
"44606",8,4,7,5,6,5
"44607",7,5,6,5,5,5
"44608",5,5,5,5,5,5
"44609",9,7,7,5,6,2
"44610",5,10,0,0,5,1
"44611",8,8,6,6,6,5
"44612",5,5,5,5,5,5
"44613",5,0,10,2,0,0
"44614",4,4,7,4,5,5
"44615",7,5,5,5,5,5
"44616",6,3,2,1,0,0
"44617",7,2,5,4,1,4
"44618",7,2,5,5,4,5
"44619",3,1,4,1,3,3
"44620",5,1,4,4,1,3
"44621",9,2,9,8,0,3
"44622",5,5,5,5,5,5
"44623",5,5,5,5,5,5
"44624",3,0,2,3,0,2
"44625",6,3,6,6,3,5
"44626",8,4,1,0,3,2
"44627",5,5,5,5,5,5
"44628",5,5,5,5,5,5
"44629",5,4,6,8,4,4
"44630",8,5,5,5,5,5
"44631",8,7,1,1,5,1
"44632",7,5,5,5,5,5
"44633",5,5,0,0,3,0
"44634",10,5,7,4,7,9
"44635",7,5,0,0,5,0
"44636",5,5,5,5,5,5
"44637",6,4,0,0,2,1
"44638",8,3,5,3,4,7
"44639",5,5,5,5,5,5
"44640",1,0,0,10,0,0
"44641",7,5,7,5,5,8
"44642",5,1,0,0,1,0
"44643",5,5,5,5,5,5
"44644",5,0,0,0,0,0
"44645",5,5,5,5,5,5
"44646",6,6,0,0,0,0
"44647",8,4,8,5,5,8
"44648",6,6,2,2,2,2
"44649",6,4,7,4,3,7
"44650",5,5,5,5,5,5
"44651",5,10,5,5,5,5
"44652",5,5,2,2,5,2
"44653",7,7,2,2,5,2
"44654",5,5,5,5,5,5
"44655",8,5,5,5,5,5
"44656",5,5,5,5,5,7
"44657",10,5,5,5,5,5
"44658",5,5,5,5,5,5
"44659",10,5,5,5,5,5
"44660",8,5,5,5,5,5
"44661",10,0,6,0,0,0
"44662",7,5,5,5,5,5
"44663",10,5,5,5,5,5
"44664",5,5,5,5,5,5
"44665",10,5,5,5,5,5
"44666",5,5,5,5,5,5
"44667",10,5,7,5,5,5
"44668",10,5,9,5,5,5
"44669",5,5,5,5,5,5
"44670",5,5,5,5,5,5
"44671",8,6,6,4,4,5
"44672",7,0,7,10,0,0
"44673",6,0,10,2,0,7
"44674",6,2,6,10,2,5
"44675",10,0,8,8,0,8
"44676",7,3,7,9,0,9
"44677",9,5,7,6,5,5
"44678",6,5,6,5,5,6
"44679",6,3,6,9,3,3
"44680",7,5,5,8,5,5
"44681",5,5,2,5,0,5
"44682",8,0,7,5,0,5
"44683",8,0,7,2,2,7
"44684",5,5,5,5,5,5
"44685",4,8,2,1,6,0
"44686",5,5,5,5,5,5
"44687",2,8,1,6,4,0
"44688",6,8,2,2,4,0
"44690",2,8,2,0,6,0
"44691",5,8,3,0,10,1
"44692",3,8,3,5,5,0
"44693",6,8,8,0,10,0
"44694",0,9,0,0,0,0
"44695",7,6,1,1,5,2
"44696",9,0,0,0,0,0
"44697",2,10,0,0,7,0
"44698",5,5,5,5,5,5
"44699",5,8,5,5,7,5
"44700",0,0,0,0,0,0
"44701",4,7,9,0,7,0
"44702",5,5,5,5,5,5
"44703",7,1,10,6,0,2
"44704",3,7,3,1,4,4
"44705",7,4,6,3,1,3
"44706",5,3,5,6,3,5
"44707",6,5,3,2,2,3
"44708",10,0,8,8,1,5
"44709",8,5,6,5,3,6
"44710",3,7,0,2,7,4
"44711",6,8,3,3,5,4
"44712",8,4,5,8,4,5
"44713",3,5,0,1,5,0
"44714",4,4,4,4,4,3
"44715",6,2,8,6,2,5
"44716",4,7,4,3,4,5
"44717",8,3,5,3,3,3
"44718",5,6,6,7,8,5
"44719",0,8,0,0,6,0
"44720",5,5,5,5,5,5
"44722",8,3,6,4,2,7
"44723",8,5,5,3,2,3
"44724",8,5,7,7,5,6
"44725",5,5,7,3,3,8
"44726",5,5,6,6,5,6
"44727",5,1,4,5,0,1
"44728",5,4,10,8,2,6
"44729",7,2,6,4,3,5
"44730",10,0,6,2,0,6
"44731",5,7,5,5,5,5
"44732",5,8,3,3,5,5
"44733",8,7,6,3,4,0
"44734",5,5,5,5,5,5
"44735",4,2,4,6,1,1
"44736",5,5,5,6,5,5
"44737",6,3,5,3,4,0
"44738",0,10,0,0,0,10
"44739",0,10,0,0,0,10
"44740",8,7,5,3,3,10
"44741",1,7,0,5,6,5
"44742",5,6,4,4,8,5
"44743",6,4,3,5,4,3
"44744",7,5,7,7,7,4
"44745",5,5,5,5,5,5
"44746",5,5,5,5,5,5
"44747",6,0,0,0,0,0
"44748",9,3,6,10,0,5
"44749",1,10,0,0,3,0
"44750",6,2,4,6,2,5
"44751",5,5,5,5,5,5
"44752",5,5,5,5,5,5
"44753",7,0,9,5,0,0
"44754",6,2,6,6,2,2
"44755",0,0,0,10,0,0
"44756",5,5,5,5,5,5
"44757",5,5,5,5,5,5
"44758",8,1,1,5,5,1
"44759",5,0,5,10,5,0
"44760",5,5,5,5,5,5
"44761",6,0,7,0,0,0
"44762",10,5,4,5,3,5
"44763",5,8,8,0,0,5
"44764",10,0,5,5,0,0
"44765",8,5,5,5,5,5
"44766",5,8,2,1,0,0
"44767",10,0,3,3,0,0
"44768",5,0,8,10,0,2
"44769",9,5,5,5,5,5
"44770",5,5,5,5,5,5
"44771",7,0,7,5,0,0
"44772",6,0,8,10,0,5
"44773",5,0,0,0,0,0
"44774",9,0,8,8,0,5
"44775",5,3,3,3,2,3
"44776",5,5,5,5,5,5
"44778",5,5,5,5,5,5
"44779",4,6,6,7,6,0
"44780",5,3,3,1,3,3
"44781",8,5,5,7,5,5
"44782",5,3,9,8,5,0
"44783",7,5,9,7,5,5
"44784",5,1,10,8,0,0
"44785",5,0,5,5,0,0
"44786",6,6,7,4,5,2
"44787",5,5,5,5,5,5
"44788",5,5,5,5,5,5
"44789",10,0,10,10,0,0
"44790",0,8,0,0,8,0
"44791",7,3,4,3,2,3
"44792",10,0,5,0,0,0
"44793",8,5,5,5,5,0
"44794",5,5,5,5,5,5
"44795",7,5,5,5,5,7
"44796",5,5,5,5,5,5
"44797",5,3,5,5,2,0
"44798",10,0,10,3,0,5
"44799",9,5,5,5,5,5
"44800",5,4,2,3,3,3
"44801",7,5,7,6,5,6
"44803",5,7,5,5,0,5
"44804",10,3,7,4,2,8
"44805",8,5,0,5,0,3
"44806",7,4,7,4,3,5
"44807",6,6,8,6,5,5
"44808",1,1,2,3,1,0
"44809",6,6,5,3,8,3
"44810",5,5,5,5,5,5
"44811",7,3,7,8,3,8
"44813",6,0,7,10,0,6
"44815",4,6,10,8,0,8
"44816",5,5,5,5,5,5
"44817",9,3,8,8,1,5
"44818",5,5,5,5,5,5
"44819",5,5,5,5,5,5
"44820",7,2,7,8,1,6
"44821",3,0,3,3,0,2
"44822",9,5,6,5,0,5
"44823",9,7,6,5,3,5
"44824",10,6,7,4,0,5
"44825",7,0,4,0,0,0
"44826",3,4,5,5,2,2
"44827",5,5,5,5,5,5
"44828",6,1,5,7,5,0
"44829",5,5,5,5,5,5
"44830",5,5,5,5,5,5
"44831",9,6,7,4,2,5
"44832",5,5,5,5,5,5
"44833",7,5,6,1,2,2
"44834",5,5,5,5,5,5
"44835",5,5,5,5,5,5
"44836",8,3,8,2,2,5
"44837",10,0,8,0,0,0
"44838",6,0,5,5,2,0
"44839",5,2,3,2,3,2
"44840",9,5,5,2,4,3
"44841",1,1,1,1,1,1
"44842",5,5,5,5,5,5
"44843",5,5,5,5,5,5
"44845",5,2,9,2,1,3
"44846",7,0,0,0,0,0
"44847",5,5,5,5,5,5
"44848",9,6,4,8,2,2
"44849",10,0,0,0,0,0
"44850",5,4,7,7,3,7
"44851",7,1,9,7,1,6
"44852",7,1,8,9,1,5
"44853",5,2,8,9,2,5
"44854",5,3,8,8,3,6
"44855",5,2,5,5,3,5
"44856",6,2,6,9,2,6
"44857",7,2,8,10,2,5
"44858",9,1,9,10,1,5
"44859",5,2,7,8,2,5
"44860",6,0,7,10,0,4
"44861",7,4,6,3,3,5
"44862",7,2,8,9,2,5
"44864",5,7,7,5,4,5
"44865",7,2,9,7,2,5
"44866",6,2,7,7,2,5
"44867",6,2,7,6,1,5
"44868",9,2,4,6,2,4
"44869",6,4,6,6,4,5
"44870",6,3,8,7,2,5
"44871",7,5,7,3,4,5
"44872",5,7,3,2,6,5
"44873",9,2,9,5,2,6
"44874",7,9,4,2,8,5
"44875",8,3,4,4,3,5
"44876",7,2,6,8,1,5
"44877",8,3,5,5,3,5
"44878",8,3,7,7,4,5
"44879",8,5,9,8,7,6
"44880",5,4,6,5,4,5
"44881",6,6,4,4,5,5
"44882",7,9,5,3,8,8
"44883",5,2,8,3,2,4
"44884",8,5,6,4,5,6
"44885",5,2,5,5,2,5
"44886",4,9,3,1,7,5
"44887",6,4,6,6,4,5
"44888",7,5,5,5,4,2
"44889",8,5,3,3,4,5
"44890",8,3,7,7,6,5
"44892",7,2,4,10,3,7
"44893",6,4,5,4,5,7
"44894",6,2,9,9,2,8
"44895",7,3,8,6,4,6
"44896",6,2,8,8,2,3
"44897",6,2,8,9,3,8
"44898",7,4,7,6,3,9
"44899",3,2,8,10,2,5
"44900",5,2,8,3,3,5
"44901",6,2,7,7,2,5
"44902",6,1,8,6,1,5
"44903",9,2,9,5,2,5
"44904",10,2,8,5,2,4
"44905",7,4,6,6,3,5
"44906",5,5,7,4,4,9
"44907",2,8,4,4,2,5
"44908",7,2,6,10,2,5
"44909",9,3,7,7,2,6
"44910",6,2,8,6,1,6
"44911",7,2,8,7,2,7
"44912",6,2,8,8,2,5
"44913",6,8,4,3,6,5
"44914",5,5,5,5,5,5
"44915",7,4,6,6,4,5
"44916",9,5,8,8,5,6
"44917",9,5,7,8,5,6
"44918",5,3,6,6,2,6
"44919",4,2,5,4,3,5
"44920",7,2,8,7,1,6
