"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"52805",10,2,0,10,0,0
"52806",4,0,0,5,3,3
"52808",10,0,0,7,0,0
"52809",4,4,3,4,5,5
"52810",9,1,0,5,9,0
"52811",8,5,1,3,3,2
"52812",8,1,0,6,0,0
"52813",4,9,2,6,9,5
"52814",5,8,9,0,7,0
"52816",10,1,1,1,1,1
"52817",10,1,0,5,1,1
"52818",0,10,2,1,1,1
"52819",0,10,3,0,4,1
"52820",0,1,0,8,0,1
"52821",10,1,1,5,1,1
"52822",4,4,4,4,4,4
"52823",10,1,1,5,1,1
"52824",10,1,1,9,1,1
"52825",1,8,5,1,5,5
"52826",1,10,4,1,2,3
"52827",8,2,3,4,3,3
"52828",2,5,2,1,8,2
"52829",10,2,2,5,3,3
"52830",9,2,1,4,2,2
"52831",8,2,2,4,3,3
"52832",5,4,3,3,8,3
"52833",1,9,5,1,2,2
"52834",6,4,6,3,3,2
"52835",3,7,4,2,8,2
"52836",1,8,1,1,5,1
"52837",10,1,0,1,1,1
"52838",3,0,0,0,5,3
"52839",1,7,0,0,6,5
"52840",1,7,2,0,5,3
"52841",1,1,1,1,1,1
"52843",1,1,1,1,5,1
"52844",10,1,0,7,1,0
"52845",5,8,2,3,6,7
"52846",0,7,10,0,0,0
"52847",4,4,10,0,0,0
"52848",5,5,10,3,1,1
"52850",5,4,0,0,0,0
"52851",5,3,5,0,0,0
"52852",3,5,10,0,2,0
"52853",10,0,0,0,0,0
"52854",1,1,1,1,1,1
"52855",0,0,10,0,0,0
"52856",10,1,0,1,1,1
"52857",1,1,0,4,3,2
"52858",7,0,0,10,0,0
"52859",10,1,0,1,1,1
"52860",10,6,0,9,5,1
"52861",10,1,0,5,1,1
"52862",0,8,2,0,5,5
"52863",2,8,0,0,10,5
"52864",0,8,0,0,6,5
"52865",10,1,0,1,1,1
"52866",0,6,0,0,4,2
"52867",0,9,0,0,2,0
"52868",4,4,4,4,4,4
"52869",1,7,2,1,4,3
"52870",2,9,0,0,3,2
"52871",5,5,1,2,3,2
"52872",2,6,1,1,4,3
"52873",0,5,10,0,2,0
"52874",1,8,1,2,4,5
"52875",9,2,1,7,3,2
"52876",10,2,0,7,3,0
"52877",1,1,0,6,1,1
"52878",8,1,0,5,2,1
"52879",9,3,0,8,2,3
"52880",3,7,0,7,5,2
"52881",10,2,0,8,2,2
"52882",1,7,0,5,6,5
"52883",2,6,0,5,5,5
"52884",10,3,0,8,3,3
"52885",10,1,0,10,1,1
"52886",3,7,8,2,2,2
"52887",2,7,7,2,2,2
"52888",3,6,7,1,2,2
"52890",1,8,7,1,6,1
"52891",2,7,6,1,1,1
"52892",4,7,4,2,2,3
"52893",6,6,2,6,6,6
"52894",9,2,1,1,1,1
"52895",3,7,7,2,6,6
"52897",7,3,0,4,3,0
"52898",6,0,0,0,0,0
"52899",0,10,0,0,0,0
"52902",10,0,0,0,0,0
"52903",0,10,4,2,0,0
"52904",8,6,0,6,0,0
"52905",9,2,2,6,6,1
"52906",9,2,1,6,2,2
"52907",3,5,2,5,8,6
"52908",2,6,2,2,7,6
"52909",5,6,2,5,6,2
"52910",5,2,1,5,8,1
"52911",7,3,3,2,2,3
"52912",4,7,6,2,3,3
"52913",8,3,0,5,4,1
"52914",8,8,6,6,7,6
"52918",5,4,0,3,4,4
"52919",4,5,0,4,5,8
"52920",7,4,1,4,4,2
"52921",8,2,1,7,1,2
"52922",2,6,4,2,4,4
"52923",8,3,2,6,2,3
"52924",1,2,1,2,2,3
"52925",1,6,8,1,1,1
"52926",1,7,2,1,1,1
"52927",2,2,2,2,3,2
"52928",1,7,6,1,1,1
"52929",1,1,9,0,0,0
"52930",1,9,6,1,5,2
"52931",7,0,0,9,0,0
