"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H","cand_I"
"38656",7,3,0,5,10,4,0,2,8
"38657",8,6,0,8,5,6,4,7,2
"38658",6,10,10,5,6,7,4,2,6
"38659",6,0,0,0,6,0,3,7,6
"38660",10,3,5,5,5,5,5,5,8
"38661",4,7,7,2,1,3,2,0,4
"38662",7,4,0,5,5,6,6,7,3
"38663",3,8,5,3,3,4,4,2,2
"38664",10,2,0,6,7,4,5,2,4
"38665",5,8,1,7,10,1,3,4,0
"38666",7,6,4,6,4,3,3,2,2
"38667",0,7,8,5,3,3,3,2,3
"38668",5,7,5,3,1,3,5,0,0
"38669",6,3,1,5,4,3,3,1,5
"38670",3,10,7,5,5,0,7,0,0
"38671",10,6,2,5,4,8,6,4,1
"38672",3,8,3,3,2,7,5,2,0
"38673",8,5,4,7,6,5,5,5,1
"38674",3,7,6,5,1,3,5,1,0
"38675",4,7,3,4,4,8,8,6,4
"38676",1,7,2,0,0,7,0,0,0
"38677",4,7,3,1,0,8,3,3,0
"38678",2,8,7,3,2,6,2,0,1
"38679",9,5,0,4,8,4,4,8,7
"38680",9,2,0,7,5,3,2,8,2
"38681",10,0,0,5,6,0,1,0,0
"38682",2,2,2,2,2,5,2,1,3
"38683",7,4,2,5,5,4,5,5,4
"38684",3,10,8,2,2,4,4,0,3
"38685",8,2,4,8,4,1,5,0,7
"38686",3,8,1,1,2,6,2,10,5
"38687",6,3,2,5,9,5,6,7,10
"38688",8,4,0,4,5,2,3,5,4
"38689",5,3,1,8,6,2,1,7,7
"38690",10,5,1,9,5,5,10,8,1
"38691",0,8,8,0,5,5,0,0,5
"38692",6,7,3,4,2,8,3,8,0
"38693",9,3,7,6,4,6,6,0,0
"38694",0,10,7,0,0,2,0,0,0
"38695",6,8,1,10,4,4,7,3,2
"38696",8,3,3,5,7,5,3,6,4
"38697",7,3,1,3,5,4,5,4,1
"38698",2,7,8,0,0,1,0,0,2
"38699",8,3,2,10,1,1,7,0,0
"38700",5,8,8,3,4,4,3,1,1
"38701",7,9,5,4,3,3,2,3,3
"38702",7,3,1,8,5,4,6,6,3
"38703",2,9,7,2,0,2,5,0,0
"38704",4,10,7,4,1,6,5,3,0
"38705",8,6,1,6,2,4,8,5,4
"38706",5,10,6,1,1,1,1,1,1
"38707",4,6,7,8,1,1,1,0,0
"38708",4,2,0,3,8,4,2,7,10
"38709",5,6,5,9,2,4,2,0,2
"38710",4,4,4,5,0,2,4,3,0
"38711",6,8,7,5,2,4,4,0,0
"38712",2,5,9,5,1,3,0,0,1
"38713",7,7,5,7,5,7,7,5,1
"38714",4,6,2,3,2,4,8,2,1
"38715",1,6,8,1,1,1,1,1,1
"38716",5,8,6,2,1,7,7,0,0
"38717",9,4,0,8,8,4,6,2,7
"38718",5,9,10,6,0,3,0,0,0
"38719",5,3,0,7,4,3,1,3,0
"38720",6,7,5,0,1,7,0,7,2
"38721",4,10,10,4,0,5,3,0,0
"38722",2,9,9,6,3,4,1,2,0
"38723",6,6,7,2,3,6,2,0,5
"38724",4,5,4,5,2,2,3,0,2
"38725",4,3,1,3,5,4,3,5,7
"38726",10,0,0,0,1,0,0,6,3
"38727",5,9,5,3,1,5,5,3,0
"38728",3,10,7,2,0,0,0,0,2
"38729",0,9,5,4,0,5,2,0,0
"38730",5,0,3,9,6,4,3,0,3
"38731",5,7,6,3,6,5,0,2,2
"38732",3,4,2,7,3,3,3,6,3
"38733",6,4,0,10,1,5,5,0,0
"38734",6,8,6,5,3,6,6,1,0
"38735",6,3,0,8,8,5,5,8,8
"38736",7,5,0,4,2,6,2,5,2
"38737",3,6,3,1,1,2,4,2,2
"38738",4,8,5,2,2,5,1,2,0
"38739",3,8,1,6,1,1,5,2,0
"38740",4,9,5,2,2,3,3,1,1
"38741",7,6,0,5,4,5,5,3,2
"38742",9,2,1,7,5,0,4,2,3
"38743",5,3,0,8,3,4,1,3,2
"38744",2,6,7,5,1,4,5,0,1
"38745",10,7,0,6,6,5,3,2,4
"38746",5,6,5,3,2,3,2,2,6
"38747",1,0,0,10,3,5,1,0,5
"38748",4,7,8,4,1,5,6,0,1
"38749",3,10,3,2,0,3,4,0,0
"38750",7,4,2,5,8,4,1,6,5
"38751",4,7,2,2,5,4,4,5,2
"38752",5,4,1,5,8,7,5,7,5
"38753",9,3,0,8,7,5,6,6,2
"38754",10,6,5,5,10,3,3,6,3
"38755",4,8,8,6,3,4,8,3,2
"38756",2,2,0,5,6,5,5,7,9
"38757",5,6,3,7,0,2,0,0,0
"38758",8,1,0,8,8,3,8,5,4
"38759",1,10,9,3,1,5,4,0,1
"38760",3,10,10,4,3,3,3,1,1
"38761",6,1,0,10,8,1,1,3,3
"38762",5,6,7,4,0,8,4,6,0
"38763",3,8,9,5,0,6,5,2,0
"38764",1,8,6,7,4,2,3,1,1
"38765",4,7,7,7,3,3,3,4,0
"38766",10,8,5,9,5,6,6,5,5
"38767",0,7,9,5,0,1,1,0,0
"38768",6,5,3,3,8,6,1,7,7
"38769",4,9,7,7,1,9,0,0,3
"38770",8,6,2,7,7,3,3,7,2
"38771",8,4,1,5,5,5,0,0,1
"38772",7,7,0,9,9,3,4,5,8
"38773",4,7,4,3,4,5,5,5,2
"38774",6,7,5,4,4,2,3,3,1
"38775",3,10,8,1,4,5,3,2,1
"38776",5,6,4,7,6,3,5,1,5
"38777",5,10,7,9,2,2,9,0,0
"38778",10,3,0,5,9,5,9,10,5
"38779",5,3,0,5,9,0,2,2,9
"38780",2,1,1,7,9,5,0,2,8
"38781",6,3,0,8,3,1,4,3,1
"38782",6,5,2,4,6,1,4,3,7
"38783",3,8,10,5,0,2,2,0,0
"38784",3,2,0,0,10,10,3,10,0
"38785",8,6,4,4,5,6,3,3,0
"38786",9,5,1,5,3,1,1,0,3
"38787",1,6,8,6,3,5,5,0,2
"38788",1,7,1,5,0,5,5,0,0
"38789",0,4,10,0,0,4,0,0,0
"38790",3,7,10,3,2,2,3,0,1
"38791",0,8,3,5,5,7,7,7,3
"38792",7,4,0,8,7,2,5,5,3
"38793",10,5,0,7,8,5,5,5,5
"38794",5,7,2,4,3,5,8,3,3
"38795",6,4,4,8,6,5,7,5,3
"38796",7,5,1,5,2,9,4,5,4
"38797",0,5,3,5,4,5,5,0,4
"38798",5,10,9,3,1,5,5,1,0
"38799",4,10,10,5,3,10,8,5,3
"38800",8,3,1,6,8,4,6,6,5
"38801",6,8,6,5,1,4,6,2,1
"38802",4,6,6,4,2,1,2,1,1
"38803",5,8,5,4,5,6,5,4,3
"38804",8,4,2,2,5,7,3,6,2
"38805",3,8,5,5,0,4,2,0,0
"38806",10,0,0,3,7,1,2,5,3
"38807",7,4,2,9,5,5,7,3,2
"38808",4,8,8,2,3,1,2,1,2
"38809",7,5,4,4,6,4,6,5,4
"38810",8,5,6,4,3,4,5,4,3
"38811",6,8,1,3,6,3,1,1,6
"38812",10,2,0,8,6,0,2,2,6
"38813",4,2,0,8,9,2,3,8,10
"38814",3,8,10,3,2,5,5,0,0
"38815",2,7,3,2,5,7,2,3,6
"38816",8,3,0,3,4,4,3,2,2
"38817",8,1,2,2,6,2,1,0,8
"38818",1,10,10,1,1,1,1,1,1
"38819",3,6,5,4,2,3,4,1,0
"38820",5,3,2,4,5,4,3,2,4
"38821",6,8,6,3,4,7,6,2,2
"38822",2,5,7,3,2,2,2,2,1
"38823",7,5,10,8,0,0,0,0,0
"38824",9,7,0,3,8,4,4,5,5
"38825",8,2,2,4,6,2,2,5,1
"38826",8,7,0,5,8,3,1,6,0
"38827",5,2,1,5,7,7,2,5,7
"38828",8,5,5,8,3,6,8,6,4
"38829",3,6,3,6,2,4,4,2,1
"38830",8,5,1,3,4,3,1,1,1
"38831",2,7,5,2,3,4,3,1,3
"38832",8,5,5,5,5,5,5,5,5
"38833",6,8,4,5,6,7,7,10,3
"38834",5,8,4,5,2,7,7,2,0
