"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"14779",8,5,0,5,5,5,5
"14780",7,9,0,5,3,7,5
"14781",8,9,2,5,2,8,5
"14782",8,7,0,5,7,5,7
"14783",10,3,6,3,6,0,10
"14784",5,6,0,2,7,4,2
"14785",0,9,7,7,9,6,0
"14786",7,7,0,6,7,6,6
"14787",5,5,0,3,8,7,3
"14788",9,5,0,5,5,6,5
"14789",6,10,7,6,5,2,5
"14790",5,6,1,6,7,5,5
"14791",8,8,1,7,7,5,7
"14792",9,8,0,8,7,7,8
"14793",6,8,0,5,6,7,3
"14794",5,5,5,5,0,2,4
"14795",8,7,7,7,7,6,5
"14796",0,0,7,1,8,0,0
"14797",0,3,0,1,0,2,1
"14798",8,6,3,6,5,5,7
"14799",7,2,5,7,3,2,7
"14800",2,7,8,3,7,0,6
"14801",6,6,7,5,9,5,8
"14802",0,0,0,0,0,0,0
"14803",6,8,0,3,10,7,2
"14804",5,3,2,4,6,3,4
"14805",5,5,9,5,5,5,5
"14806",8,6,5,5,5,5,5
"14807",8,6,5,6,4,6,7
"14808",4,3,8,5,2,2,4
"14809",0,5,10,5,8,0,0
"14810",10,7,0,3,3,0,9
"14811",10,7,5,8,5,7,9
"14812",6,3,7,2,0,1,9
"14813",8,3,0,8,0,1,8
"14814",8,7,0,7,10,2,6
"14815",8,6,7,5,5,5,5
"14816",8,7,1,6,4,6,8
"14817",3,0,5,0,3,0,3
"14818",7,7,1,6,9,0,5
"14819",5,5,5,5,5,5,5
"14820",9,4,4,9,0,0,9
"14821",7,5,5,7,5,4,7
"14823",6,8,0,7,10,8,6
"14824",7,1,0,5,0,0,7
"14825",9,7,7,6,5,3,9
"14827",5,0,7,8,0,0,9
"14828",6,8,0,7,3,5,1
"14829",3,6,1,6,9,7,1
"14830",9,3,8,6,0,1,5
"14831",6,6,0,5,10,8,5
"14832",6,9,0,3,7,8,6
"14833",5,5,5,5,5,5,5
"14835",9,8,1,8,5,6,9
"14836",0,8,1,3,9,5,0
"14837",0,0,5,5,3,0,7
"14838",3,4,0,2,6,9,3
"14839",10,7,4,4,1,3,5
"14840",6,5,8,7,5,1,6
"14841",5,6,0,5,8,7,0
"14842",5,5,5,5,5,2,0
"14843",9,9,0,5,3,4,8
"14844",4,5,0,3,7,4,0
"14845",9,5,0,0,10,6,6
"14846",10,2,5,0,0,5,8
"14847",2,2,5,0,0,2,8
"14848",8,8,0,8,7,9,4
"14849",1,0,10,6,6,5,0
"14850",10,8,0,6,8,4,8
"14851",5,8,2,6,5,3,1
"14852",7,5,3,5,5,5,6
"14853",5,5,5,5,5,5,5
"14854",9,8,0,6,4,6,5
"14855",6,8,0,8,9,5,6
"14856",10,8,0,7,7,8,7
"14857",5,5,1,5,8,8,5
"14858",10,2,5,7,0,0,7
"14859",4,6,1,0,3,2,1
"14860",7,5,7,7,7,7,3
"14861",8,2,2,10,0,0,8
"14862",6,7,5,5,7,3,5
"14863",8,6,0,8,6,8,3
"14864",9,7,0,0,0,2,9
"14865",1,5,0,0,9,6,1
"14866",2,0,10,3,6,0,5
"14867",9,8,6,4,10,7,5
"14868",7,7,0,8,4,3,7
"14869",5,7,0,2,8,3,5
"14870",7,7,1,5,8,6,4
"14871",4,9,7,8,3,3,2
"14872",10,5,8,3,1,5,8
"14873",6,9,0,6,8,9,1
"14874",4,6,1,5,6,8,4
"14875",8,8,5,2,8,6,7
"14876",7,5,5,3,3,9,6
"14877",4,9,7,8,8,5,3
"14878",3,8,0,5,7,10,0
"14879",5,5,5,10,0,7,3
"14880",7,9,7,5,3,7,8
"14881",2,8,2,7,8,7,5
"14882",2,5,0,2,10,5,4
"14883",6,7,0,7,7,8,2
"14884",8,10,5,2,1,2,8
"14885",4,10,0,7,5,6,4
"14886",5,4,2,8,2,5,9
"14887",2,2,2,2,7,2,2
"14888",7,8,0,5,8,7,3
"14889",9,9,9,7,7,7,7
"14890",1,9,5,5,5,5,9
"14892",7,6,3,6,6,5,5
"14893",7,5,0,0,2,2,3
"14894",10,6,0,5,0,0,7
"14897",8,6,5,5,5,1,8
"14899",6,8,0,4,6,7,3
"14903",10,5,0,8,8,5,4
"14905",2,9,0,2,9,2,1
"14906",8,3,8,0,5,2,5
"14907",5,5,10,5,0,0,5
"14908",8,10,0,5,6,2,3
"14909",4,5,5,10,5,0,4
"14910",5,10,6,5,10,0,0
"14911",0,5,5,0,5,0,0
"14912",7,6,10,6,0,0,8
"14914",8,8,0,8,7,7,6
"14915",8,5,3,7,5,8,8
"14916",8,8,6,5,5,9,6
"14917",8,7,2,7,8,6,6
"14918",9,7,0,6,7,8,5
"14919",8,10,0,8,1,1,8
"14920",8,7,10,6,6,6,9
"14921",8,6,5,6,9,8,4
"14922",8,9,5,7,7,7,8
"14923",8,5,8,7,1,2,8
"14924",9,7,5,9,6,3,8
"14925",8,5,7,6,6,5,7
"14926",8,8,0,8,6,7,8
"14927",8,7,0,7,5,8,5
"14928",1,5,7,2,8,0,6
"14929",4,6,3,8,4,7,2
"14930",8,5,0,7,9,4,5
"14931",8,7,0,8,0,7,5
"14932",8,6,0,5,9,5,0
"14933",9,5,1,8,5,3,8
"14934",8,8,0,6,6,8,4
"14935",6,4,0,2,2,5,0
"14936",7,6,0,5,5,5,7
"14937",7,9,3,6,5,8,4
"14938",5,5,5,5,10,5,5
"14939",8,7,1,5,7,7,6
"14940",6,8,0,4,5,2,4
"14941",1,2,0,0,0,0,0
"14942",6,7,0,2,7,9,0
"14943",7,5,0,7,5,0,5
"14944",3,7,0,6,6,8,1
"14945",3,5,0,4,8,1,3
"14946",5,9,0,4,4,6,3
"14947",2,6,0,1,10,7,2
"14948",9,8,1,7,8,9,7
"14949",0,0,0,0,7,8,0
"14950",2,3,0,1,10,1,1
"14951",0,5,8,4,5,0,0
"14952",7,4,0,9,1,3,6
"14953",7,5,0,8,6,6,7
"14954",3,2,10,3,0,0,5
"14955",7,7,0,6,7,9,5
"14956",5,5,0,5,7,5,3
"14957",9,7,4,9,5,3,6
"14958",8,6,0,2,8,9,4
"14959",8,7,5,7,6,7,8
"14960",7,7,3,6,7,5,5
"14961",10,7,2,8,7,8,9
"14962",6,9,1,6,7,6,4
"14963",9,8,0,6,8,8,5
"14964",7,6,4,8,7,6,7
"14965",5,3,8,5,3,0,7
"14966",8,6,1,9,1,4,4
"14967",1,4,0,5,4,8,2
"14968",2,3,7,0,9,8,0
"14969",4,4,5,0,7,0,0
"14970",10,10,10,10,10,10,10
"14971",2,2,0,10,0,2,2
"14972",9,6,7,3,5,1,6
"14973",8,5,0,10,3,4,9
"14974",8,0,1,9,0,7,2
"14975",5,8,0,3,8,5,3
"14976",7,9,0,8,9,10,6
"14977",5,7,1,5,9,3,6
"14978",0,0,5,2,0,2,0
"14979",6,5,8,4,1,0,4
"14980",8,8,0,7,1,9,6
"14981",2,5,6,8,5,2,3
"14983",10,5,7,8,7,3,9
"14984",5,7,0,8,7,4,5
"14985",4,8,6,7,7,5,2
"14986",1,5,0,2,9,8,0
"14987",8,8,0,10,3,8,7
"14988",5,5,0,5,5,10,5
"14989",10,8,0,8,1,8,2
"14990",6,7,0,2,9,8,4
"14992",10,2,0,7,2,2,7
"14993",0,10,6,0,9,0,1
"14994",9,8,0,3,8,8,9
"14995",9,6,0,0,4,4,0
"14996",7,7,1,8,8,7,1
"14997",6,8,5,5,9,8,3
"14998",7,8,0,7,10,8,7
"14999",8,7,7,5,0,5,5
"15001",6,7,8,7,6,0,8
"15003",10,1,0,0,5,7,7
"15004",5,5,3,5,2,2,6
"15005",7,9,0,5,4,9,0
"15006",10,9,0,8,6,7,8
"15007",10,8,0,1,2,0,10
"15008",10,10,0,6,8,6,9
"15009",8,10,4,8,7,0,8
"15010",5,6,0,5,10,5,5
"15011",9,9,1,8,6,10,5
"15012",3,8,1,6,7,6,6
"15013",10,7,10,0,7,0,0
"15015",0,0,10,2,2,0,0
"15016",0,0,0,0,10,5,0
"15017",5,5,0,5,5,0,5
"15018",10,6,0,5,7,7,6
"15019",0,1,8,0,0,0,0
"15020",5,4,9,0,5,3,5
"15021",4,4,0,6,7,5,3
"15022",7,5,0,8,1,5,7
"15023",6,7,0,6,7,8,1
"15024",8,5,0,9,3,4,7
"15025",9,3,0,7,1,3,6
"15026",5,8,8,0,9,5,5
"15027",2,6,0,6,9,9,3
"15028",10,7,0,8,10,8,0
"15029",0,0,1,1,3,0,0
"15030",9,6,3,5,8,7,8
"15032",5,4,5,4,10,6,5
"15033",8,8,5,8,0,7,8
"15034",9,7,6,7,8,9,9
"15035",5,8,6,8,0,5,9
"15036",9,7,0,6,3,8,7
"15037",2,8,1,5,5,1,5
"15038",0,0,0,0,0,0,0
"15039",9,2,0,3,3,3,6
"15040",9,8,10,5,5,0,10
"15041",6,6,0,8,7,3,6
"15042",7,1,6,3,1,1,7
"15043",9,7,0,2,0,0,5
"15044",8,6,0,4,3,7,7
"15045",10,8,2,7,8,6,8
"15046",0,0,8,0,8,0,2
"15047",8,5,0,7,8,6,7
"15048",8,5,0,8,5,0,7
"15049",9,2,0,8,2,3,7
"15050",7,9,0,4,9,6,3
"15051",7,9,0,5,6,10,5
"15052",9,5,1,6,6,6,6
"15053",9,2,0,8,5,3,8
"15054",7,3,0,1,8,2,5
"15055",9,7,0,5,8,5,10
"15056",10,7,0,6,0,6,7
"15057",7,6,7,6,6,1,7
"15058",2,9,0,0,9,4,0
"15059",8,8,0,1,6,8,0
"15060",10,9,0,5,6,7,8
"15061",7,7,2,6,7,6,6
"15062",6,6,9,6,7,5,6
"15063",1,1,1,0,7,1,1
"15064",8,8,0,5,7,7,7
"15065",6,7,5,5,9,3,5
"15066",8,6,5,7,5,6,6
"15067",0,2,1,0,2,1,0
"15068",3,7,0,2,7,7,1
"15069",8,7,0,0,0,0,0
"15070",8,3,3,6,6,6,6
"15071",5,6,3,5,6,5,3
"15072",7,6,3,4,5,1,7
"15073",7,7,0,4,6,7,5
"15074",7,8,5,4,10,7,5
"15075",9,5,0,8,2,4,10
"15077",9,2,0,7,1,7,9
"15078",9,5,1,8,8,7,7
"15079",7,9,0,5,7,6,3
"15080",6,9,0,8,7,3,5
"15081",3,6,1,6,10,3,7
"15083",5,5,5,5,5,6,5
"15084",8,6,0,8,5,6,6
"15085",1,2,1,0,8,6,2
"15086",6,7,0,3,8,6,0
"15087",10,9,0,4,3,5,9
"15088",7,4,3,7,3,3,5
"15089",1,4,6,8,1,0,6
"15090",9,8,0,9,8,8,8
"15091",4,4,0,5,9,4,4
"15092",6,8,0,7,8,7,8
"15093",4,7,3,6,6,5,5
"15094",7,8,0,6,8,7,3
"15095",9,10,0,8,9,9,9
"15096",10,5,0,6,8,2,5
"15097",1,10,0,3,7,8,2
"15098",10,0,9,9,0,3,7
"15099",10,2,0,10,0,6,8
"15100",8,0,0,9,6,2,5
"15102",8,7,0,7,0,7,7
"15103",2,5,0,8,1,6,2
"15104",7,8,0,0,10,0,0
"15105",5,5,6,5,5,5,5
"15106",2,8,0,8,6,9,0
"15107",0,0,10,0,0,8,0
"15108",10,6,0,5,0,6,9
"15110",10,0,10,5,0,5,8
"15111",0,0,10,0,8,0,0
"15112",0,0,10,0,0,0,0
"15113",0,0,0,0,10,8,0
"15114",0,0,10,0,10,0,0
"15115",0,2,3,0,7,3,1
"15116",9,8,0,5,7,6,6
"15117",2,0,0,2,6,3,0
"15119",7,3,2,10,2,2,7
"15120",9,7,0,9,5,5,9
"15121",0,3,5,8,6,4,0
"15122",7,8,0,2,7,7,2
"15123",5,0,5,0,0,0,5
"15124",5,9,0,6,7,8,4
"15125",7,2,0,3,7,6,3
"15126",4,3,1,5,5,5,4
"15127",9,3,2,5,2,2,8
"15128",8,9,1,6,8,8,7
"15129",8,7,10,2,2,0,6
"15130",7,8,0,7,7,8,7
"15131",7,7,0,7,10,5,7
"15133",10,5,7,2,2,2,10
"15134",5,8,0,5,5,7,5
"15135",8,2,1,9,7,5,6
"15136",9,7,0,6,7,6,7
"15137",7,8,0,5,7,7,5
"15138",5,7,2,6,8,6,5
"15139",6,7,0,10,0,0,0
"15140",10,0,0,10,0,7,6
"15142",9,7,0,8,1,1,8
"15143",9,9,0,5,10,7,8
"15144",9,4,0,8,5,3,5
"15145",3,7,5,7,7,7,4
"15146",0,0,0,0,0,0,0
"15147",9,7,3,4,7,8,9
"15148",9,8,1,8,7,8,8
"15149",7,7,0,5,9,10,7
"15150",9,7,0,9,6,6,6
"15151",3,1,6,3,1,0,1
"15152",10,7,0,7,6,7,5
"15153",10,9,9,3,6,8,10
"15154",8,8,2,8,0,8,8
"15155",9,9,5,5,8,7,6
"15156",7,10,0,7,3,7,7
"15157",7,9,0,5,10,6,4
"15158",9,8,3,5,4,6,9
"15159",10,8,0,9,0,0,10
"15160",1,6,0,0,7,0,0
"15161",0,4,7,2,0,1,0
"15162",7,6,0,8,5,3,3
"15163",6,5,7,8,0,0,7
"15164",5,0,9,7,0,0,2
"15165",0,5,0,0,0,5,0
"15166",3,10,0,5,7,4,0
"15168",9,6,0,7,6,6,7
"15169",10,3,1,9,1,8,7
"15170",9,1,8,7,1,2,8
"15171",2,6,2,1,0,0,0
"15172",7,6,0,5,5,5,5
"15173",8,5,0,5,5,0,7
"15174",1,5,4,6,2,2,6
"15175",10,5,0,6,5,5,8
"15176",10,9,0,8,5,1,4
"15177",8,5,0,8,7,8,5
"15178",7,3,5,7,0,0,6
