,AP_T05,AP_T07,AP_T0GE,BALD,BLAC,BORD,BUCK_I,BUCK_R,CAIR,COOM,COPE,HARE,KIMR,L4DV,L6DV,MJ,MMIN,NANS,PLU1,PLU2,RV,SCHU,STAR,VETO,WOOD,YOUN,AP_K2,AP_K3,AP_KRP,DODG_C,COND
COPE,44.444447,52.77778,87.03704,20.833334,20.833334,20.833334,16.666666,33.333332,48.611115,16.666666,0.0,25.0,25.0,44.444447,61.111115,40.27778,20.833334,20.833334,70.833336,54.166668,44.444447,20.833334,44.444447,62.5,26.38889,18.055555,62.5,33.333332,45.833332,44.444447,79.62963
HARE,53.703705,62.03704,88.88889,16.666666,16.666666,16.666666,41.666668,41.666668,37.03704,33.333332,25.0,0.0,33.333332,53.703705,70.37037,45.370373,16.666666,16.666666,58.333332,33.333332,53.703705,16.666666,53.703705,66.666664,14.8148155,23.14815,50.0,12.5,58.333332,53.703705,81.48148
KIMR,62.03704,70.37037,88.88889,33.333332,33.333332,33.333332,25.0,50.0,62.03704,16.666666,25.0,33.333332,0.0,62.03704,78.703705,53.703705,33.333332,33.333332,83.333336,66.666664,62.03704,33.333332,62.03704,66.666664,39.814816,31.481482,75.0,45.833332,66.666664,62.03704,81.48148
L4DV,0.0,8.333333,51.851852,37.03704,37.03704,37.03704,53.703705,45.370373,16.666666,53.703705,44.444447,53.703705,62.03704,0.0,16.666666,8.333333,37.03704,37.03704,70.37037,53.703705,0.0,37.03704,0.0,78.703705,38.88889,30.555557,70.37037,44.444447,44.444447,8.333333,44.444447
L6DV,16.666666,8.333333,51.851852,53.703705,53.703705,53.703705,70.37037,62.03704,33.333332,70.37037,61.111115,70.37037,78.703705,16.666666,0.0,25.0,53.703705,53.703705,62.03704,53.703705,16.666666,53.703705,16.666666,78.703705,55.555557,47.22222,53.703705,61.111115,44.444447,25.0,44.444447
MJ,8.333333,16.666666,51.851852,45.370373,45.370373,45.370373,53.703705,45.370373,8.333333,53.703705,40.27778,45.370373,53.703705,8.333333,25.0,0.0,45.370373,45.370373,78.703705,62.03704,8.333333,45.370373,8.333333,78.703705,30.555557,22.222223,78.703705,52.77778,52.77778,8.333333,44.444447
MMIN,37.03704,45.370373,88.88889,0.0,0.0,0.0,33.333332,33.333332,53.703705,25.0,20.833334,16.666666,33.333332,37.03704,53.703705,45.370373,0.0,0.0,50.0,33.333332,37.03704,0.0,37.03704,66.666664,31.481482,23.14815,41.666668,12.5,41.666668,45.370373,81.48148
NANS,37.03704,45.370373,88.88889,0.0,0.0,0.0,33.333332,33.333332,53.703705,25.0,20.833334,16.666666,33.333332,37.03704,53.703705,45.370373,0.0,0.0,50.0,33.333332,37.03704,0.0,37.03704,66.666664,31.481482,23.14815,41.666668,12.5,41.666668,45.370373,81.48148
PLU1,70.37037,62.03704,88.88889,50.0,50.0,50.0,83.333336,75.0,78.703705,75.0,70.833336,58.333332,83.333336,70.37037,62.03704,78.703705,50.0,50.0,0.0,50.0,70.37037,50.0,70.37037,83.333336,73.14815,73.14815,25.0,50.0,66.666664,78.703705,89.81482
PLU2,53.703705,62.03704,88.88889,33.333332,33.333332,33.333332,66.666664,50.0,53.703705,58.333332,54.166668,33.333332,66.666664,53.703705,53.703705,62.03704,33.333332,33.333332,50.0,0.0,53.703705,33.333332,53.703705,66.666664,48.148148,56.481483,41.666668,25.0,41.666668,62.03704,81.48148
RV,0.0,8.333333,51.851852,37.03704,37.03704,37.03704,53.703705,45.370373,16.666666,53.703705,44.444447,53.703705,62.03704,0.0,16.666666,8.333333,37.03704,37.03704,70.37037,53.703705,0.0,37.03704,0.0,78.703705,38.88889,30.555557,70.37037,44.444447,44.444447,8.333333,44.444447
SCHU,37.03704,45.370373,88.88889,0.0,0.0,0.0,33.333332,33.333332,53.703705,25.0,20.833334,16.666666,33.333332,37.03704,53.703705,45.370373,0.0,0.0,50.0,33.333332,37.03704,0.0,37.03704,66.666664,31.481482,23.14815,41.666668,12.5,41.666668,45.370373,81.48148
STAR,0.0,8.333333,51.851852,37.03704,37.03704,37.03704,53.703705,45.370373,16.666666,53.703705,44.444447,53.703705,62.03704,0.0,16.666666,8.333333,37.03704,37.03704,70.37037,53.703705,0.0,37.03704,0.0,78.703705,38.88889,30.555557,70.37037,44.444447,44.444447,8.333333,44.444447
VETO,78.703705,78.703705,88.88889,66.666664,66.666664,66.666664,50.0,50.0,78.703705,58.333332,62.5,66.666664,66.666664,78.703705,78.703705,78.703705,66.666664,66.666664,83.333336,66.666664,78.703705,66.666664,78.703705,0.0,64.81482,64.81482,83.333336,66.666664,66.666664,78.703705,81.48148
WOOD,38.88889,47.22222,74.07408,31.481482,31.481482,31.481482,39.814816,39.814816,22.222223,39.814816,26.38889,14.8148155,39.814816,38.88889,55.555557,30.555557,31.481482,31.481482,73.14815,48.148148,38.88889,31.481482,38.88889,64.81482,0.0,8.333333,64.81482,27.314816,55.555557,38.88889,66.66667
YOUN,30.555557,38.88889,74.07408,23.14815,23.14815,23.14815,31.481482,31.481482,30.555557,31.481482,18.055555,23.14815,31.481482,30.555557,47.22222,22.222223,23.14815,23.14815,73.14815,56.481483,30.555557,23.14815,30.555557,64.81482,8.333333,0.0,64.81482,35.648148,47.22222,30.555557,66.66667
AP_K2,70.37037,62.03704,88.88889,41.666668,41.666668,41.666668,75.0,75.0,78.703705,66.666664,62.5,50.0,75.0,70.37037,53.703705,78.703705,41.666668,41.666668,25.0,41.666668,70.37037,41.666668,70.37037,83.333336,64.81482,64.81482,0.0,45.833332,50.0,78.703705,89.81482
AP_K3,44.444447,52.77778,87.96297,12.5,12.5,12.5,45.833332,41.666668,44.444447,37.5,33.333332,12.5,45.833332,44.444447,61.111115,52.77778,12.5,12.5,50.0,25.0,44.444447,12.5,44.444447,66.666664,27.314816,35.648148,45.833332,0.0,45.833332,52.77778,80.55556
AP_KRP,44.444447,52.77778,87.96297,41.666668,41.666668,41.666668,50.0,50.0,61.111115,58.333332,45.833332,58.333332,66.666664,44.444447,44.444447,52.77778,41.666668,41.666668,66.666664,41.666668,44.444447,41.666668,44.444447,66.666664,55.555557,47.22222,50.0,45.833332,0.0,52.77778,80.55556
DODG_C,8.333333,16.666666,52.77778,45.370373,45.370373,45.370373,53.703705,45.370373,16.666666,53.703705,44.444447,53.703705,62.03704,8.333333,25.0,8.333333,45.370373,45.370373,78.703705,62.03704,8.333333,45.370373,8.333333,78.703705,38.88889,30.555557,78.703705,52.77778,52.77778,0.0,45.370373
COND,44.444447,44.444447,7.4074078,81.48148,81.48148,81.48148,81.48148,81.48148,44.444447,81.48148,79.62963,81.48148,81.48148,44.444447,44.444447,44.444447,81.48148,81.48148,89.81482,81.48148,44.444447,81.48148,44.444447,81.48148,66.66667,66.66667,89.81482,80.55556,80.55556,45.370373,0.0
