,AP_T05,AP_T07,AP_T0GE,BALD,BLAC,BORD,BUCK_I,BUCK_R,CAIR,COOM,COPE,HARE,KIMR,L4DV,L6DV,MJ,MMIN,NANS,PLU1,PLU2,RV,SCHU,STAR,VETO,WOOD,YOUN,AP_K2,AP_K3,AP_KRP,DODG_C,COND
L6DV,14.285714,16.32653,85.80661,18.367348,16.32653,14.285714,24.489796,19.387754,16.32653,28.571428,17.687075,16.32653,28.571428,6.122449,0.0,18.367348,18.367348,18.367348,28.571428,14.285714,12.244898,18.367348,16.32653,48.97959,16.32653,16.32653,14.285714,18.367348,18.367348,18.367348,69.973274
MJ,14.285714,18.367348,85.80661,10.204082,8.163265,10.204082,12.244898,7.142857,10.204082,16.32653,9.523809,10.204082,20.408163,14.285714,18.367348,0.0,10.204082,10.204082,32.65306,12.244898,6.122449,10.204082,8.163265,44.89796,10.204082,8.163265,14.285714,14.285714,4.0816326,10.204082,69.973274
MMIN,14.285714,18.367348,85.80661,0.0,2.0408163,4.0816326,6.122449,7.142857,10.204082,10.204082,1.3605443,10.204082,14.285714,14.285714,18.367348,10.204082,0.0,0.0,30.612246,12.244898,8.163265,0.0,2.0408163,47.959183,10.204082,2.0408163,16.32653,10.204082,10.204082,2.0408163,69.973274
NANS,14.285714,18.367348,85.80661,0.0,2.0408163,4.0816326,6.122449,7.142857,10.204082,10.204082,1.3605443,10.204082,14.285714,14.285714,18.367348,10.204082,0.0,0.0,30.612246,12.244898,8.163265,0.0,2.0408163,47.959183,10.204082,2.0408163,16.32653,10.204082,10.204082,2.0408163,69.973274
PLU1,28.571428,24.489796,85.80661,30.612246,30.612246,32.65306,36.734695,35.714287,26.530613,40.816326,29.931973,26.530613,44.89796,32.65306,28.571428,32.65306,30.612246,30.612246,0.0,24.489796,30.612246,30.612246,30.612246,65.30612,26.530613,30.612246,18.367348,38.77551,28.571428,30.612246,72.01409
PLU2,10.204082,14.285714,85.80661,12.244898,12.244898,14.285714,18.367348,15.306123,2.0408163,22.44898,11.564626,2.0408163,26.530613,14.285714,14.285714,12.244898,12.244898,12.244898,24.489796,0.0,10.204082,12.244898,12.244898,53.061226,2.0408163,12.244898,10.204082,18.367348,12.244898,12.244898,69.973274
RV,12.244898,16.32653,85.80661,8.163265,6.122449,4.0816326,14.285714,11.22449,8.163265,18.367348,7.482993,8.163265,18.367348,8.163265,12.244898,6.122449,8.163265,8.163265,30.612246,10.204082,0.0,8.163265,6.122449,44.89796,8.163265,6.122449,12.244898,10.204082,6.122449,8.163265,69.973274
SCHU,14.285714,18.367348,85.80661,0.0,2.0408163,4.0816326,6.122449,7.142857,10.204082,10.204082,1.3605443,10.204082,14.285714,14.285714,18.367348,10.204082,0.0,0.0,30.612246,12.244898,8.163265,0.0,2.0408163,47.959183,10.204082,2.0408163,16.32653,10.204082,10.204082,2.0408163,69.973274
STAR,14.285714,18.367348,85.80661,2.0408163,0.0,2.0408163,8.163265,9.183674,10.204082,12.244898,1.3605443,10.204082,16.32653,12.244898,16.32653,8.163265,2.0408163,2.0408163,30.612246,12.244898,6.122449,2.0408163,0.0,45.918365,10.204082,0.0,14.285714,12.244898,8.163265,2.0408163,69.973274
VETO,51.02041,57.142857,85.551506,47.959183,45.918365,43.877552,45.918365,47.959183,51.02041,41.836735,47.27891,51.02041,41.836735,46.938774,48.97959,44.89796,47.959183,47.959183,65.30612,53.061226,44.89796,47.959183,45.918365,0.0,51.02041,45.918365,53.061226,42.857143,48.97959,47.959183,71.75899
WOOD,8.163265,12.244898,85.80661,10.204082,10.204082,12.244898,16.32653,13.265306,0.0,20.408163,9.523809,0.0,24.489796,12.244898,16.32653,10.204082,10.204082,10.204082,26.530613,2.0408163,8.163265,10.204082,10.204082,51.02041,0.0,10.204082,12.244898,16.32653,10.204082,10.204082,69.973274
YOUN,14.285714,18.367348,85.80661,2.0408163,0.0,2.0408163,8.163265,9.183674,10.204082,12.244898,1.3605443,10.204082,16.32653,12.244898,16.32653,8.163265,2.0408163,2.0408163,30.612246,12.244898,6.122449,2.0408163,0.0,45.918365,10.204082,0.0,14.285714,12.244898,8.163265,2.0408163,69.973274
AP_K2,18.367348,18.367348,85.80661,16.32653,14.285714,16.32653,22.44898,19.387754,12.244898,26.530613,15.646258,12.244898,30.612246,18.367348,14.285714,14.285714,16.32653,16.32653,18.367348,10.204082,12.244898,16.32653,14.285714,53.061226,12.244898,14.285714,0.0,22.44898,14.285714,16.32653,72.01409
AP_K3,16.32653,24.489796,85.126335,10.204082,12.244898,10.204082,16.32653,7.142857,16.32653,16.32653,11.564626,16.32653,16.32653,12.244898,18.367348,14.285714,10.204082,10.204082,38.77551,18.367348,10.204082,10.204082,12.244898,42.857143,16.32653,12.244898,22.44898,0.0,16.32653,12.244898,69.29301
AP_KRP,14.285714,14.285714,85.80661,10.204082,8.163265,10.204082,12.244898,9.183674,10.204082,16.32653,9.523809,10.204082,20.408163,14.285714,18.367348,4.0816326,10.204082,10.204082,28.571428,12.244898,6.122449,10.204082,8.163265,48.97959,10.204082,8.163265,14.285714,16.32653,0.0,10.204082,69.973274
DODG_C,14.285714,18.367348,86.09815,2.0408163,2.0408163,4.0816326,8.163265,9.183674,10.204082,12.244898,2.0408163,10.204082,16.32653,14.285714,18.367348,10.204082,2.0408163,2.0408163,30.612246,12.244898,8.163265,2.0408163,2.0408163,47.959183,10.204082,2.0408163,16.32653,12.244898,10.204082,0.0,70.264824
COND,69.973274,69.973274,15.833333,69.973274,69.973274,69.973274,69.973274,69.63314,69.973274,69.973274,69.39018,69.973274,69.973274,69.973274,69.973274,69.973274,69.973274,69.973274,72.01409,69.973274,69.973274,69.973274,69.973274,71.75899,69.973274,69.973274,72.01409,69.29301,69.973274,70.264824,0.0
